Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC Genotype x Time_(joint),HMDB0005360,TG 50:1,,,,0.0600337574180202,Interaction,,
HC Genotype x Time_120,HMDB0006729,CE 22:4,-0.0087630913029678,0.0435097390618197,0.841741094580772,,Interaction,-0.0940421798641344,0.0765159972581988
HC Genotype x Time_235,HMDB0006729,CE 22:4,-0.0592496147163691,0.0435097390618197,0.183414527513393,,Interaction,-0.144528703277536,0.0260294738447976
HC Genotype x Time_(joint),HMDB0006729,CE 22:4,,,,0.352286059166855,Interaction,,
HC Genotype x Time_120,HMDB0043058,TG 53:3,0.0290734141914455,0.0457160344202776,0.529626886536491,,Interaction,-0.0605300132722986,0.11867684165519
HC Genotype x Time_235,HMDB0043058,TG 53:3,0.058497347963837,0.0457160344202776,0.210500586812036,,Interaction,-0.0311060794999071,0.148100775427581
HC Genotype x Time_(joint),HMDB0043058,TG 53:3,,,,0.450627994608751,Interaction,,
HC Genotype x Time_120,HMDB0005406,TG 56:5_A,0.00762654048957213,0.0599009647052328,0.899537384514605,,Interaction,-0.109779350332684,0.125032431311828
HC Genotype x Time_235,HMDB0005406,TG 56:5_A,-0.0260038206426095,0.0599009647052328,0.667312232116124,,Interaction,-0.143409711464866,0.0914020701796468
HC Genotype x Time_(joint),HMDB0005406,TG 56:5_A,,,,0.84172902810521,Interaction,,
HC Genotype x Time_120,HMDB0042095,TG 49:0,0.663477167997247,0.510385679478971,0.203517013532452,,Interaction,-0.336878763781536,1.66383309977603
HC Genotype x Time_235,HMDB0042095,TG 49:0,0.542785853796621,0.510385679478971,0.296049306293979,,Interaction,-0.457570077982162,1.5431417855754
HC Genotype x Time_(joint),HMDB0042095,TG 49:0,,,,0.394741276346194,Interaction,,
HC Genotype x Time_120,HMDB0005369,TG 52:2,0.0279468843923033,0.0338161078323963,0.415081013023894,,Interaction,-0.0383326869591935,0.0942264557438001
HC Genotype x Time_235,HMDB0005369,TG 52:2,0.092457528110917,0.0338161078323963,0.0103920939007433,,Interaction,0.0261779567594202,0.158737099462414
HC Genotype x Time_(joint),HMDB0005369,TG 52:2,,,,0.0304244851194272,Interaction,,
HC Genotype x Time_120,HMDB0000918,CE 18:1,-0.0220561788338593,0.0227461780064143,0.339966652718482,,Interaction,-0.0666386877264313,0.0225263300587128
HC Genotype x Time_235,HMDB0000918,CE 18:1,-0.0484931728770466,0.0227461780064143,0.0413173930572065,,Interaction,-0.0930756817696186,-0.00391066398447452
HC Genotype x Time_(joint),HMDB0000918,CE 18:1,,,,0.119864072642833,Interaction,,
HC Genotype x Time_120,HMDB0044713,TG 55:4,0.0651605777382189,0.0560216131340823,0.253944164682792,,Interaction,-0.0446417840045823,0.17496293948102
HC Genotype x Time_235,HMDB0044713,TG 55:4,0.142958760047842,0.0560216131340823,0.0160492108276077,,Interaction,0.0331563983050406,0.252761121790643
HC Genotype x Time_(joint),HMDB0044713,TG 55:4,,,,0.0521518336235496,Interaction,,
HC Genotype x Time_120,HMDB0000247,Sorbitol,0.11185217501512,0.184998195039121,0.549982604143238,,Interaction,-0.250744287261558,0.474448637291798
HC Genotype x Time_235,HMDB0000247,Sorbitol,0.0631946423602268,0.184998195039121,0.735036216759795,,Interaction,-0.299401819916451,0.425791104636905
HC Genotype x Time_(joint),HMDB0000247,Sorbitol,,,,0.833026300990188,Interaction,,
HC Genotype x Time_120,HMDB0042104,TG 51:1,0.323462404729308,0.153699834946917,0.0438186904234614,,Interaction,0.0222107282333509,0.624714081225264
HC Genotype x Time_235,HMDB0042104,TG 51:1,0.326035930506631,0.153699834946917,0.0422757375783001,,Interaction,0.0247842540106743,0.627287607002588
HC Genotype x Time_(joint),HMDB0042104,TG 51:1,,,,0.0662002836656273,Interaction,,
HC Genotype x Time_120,HMDB0006734,CE 20:2,-0.0162853403985789,0.0241766578415709,0.505724076882847,,Interaction,-0.0636715897680578,0.0311009089709
HC Genotype x Time_235,HMDB0006734,CE 20:2,-0.0173143868753504,0.0241766578415709,0.479429820376783,,Interaction,-0.0647006362448293,0.0300718624941285
HC Genotype x Time_(joint),HMDB0006734,CE 20:2,,,,0.7265947985675,Interaction,,
HC Genotype x Time_120,HMDB0005405,TG 54:3,0.0179855480498985,0.0327491899562377,0.586939622837061,,Interaction,-0.0462028642643274,0.0821739603641244
HC Genotype x Time_235,HMDB0005405,TG 54:3,0.0565812232027882,0.0327491899562377,0.0943225567503979,,Interaction,-0.00760718911143771,0.120769635517014
HC Genotype x Time_(joint),HMDB0005405,TG 54:3,,,,0.227013240253926,Interaction,,
HC Genotype x Time_120,HMDB0060059,CE 17:0,-0.0077534990077209,0.0391664876953621,0.844409670936162,,Interaction,-0.0845198148906307,0.0690128168751888
HC Genotype x Time_235,HMDB0060059,CE 17:0,-0.0355521938824721,0.0391664876953621,0.371260550842649,,Interaction,-0.112318509765382,0.0412141220004377
HC Genotype x Time_(joint),HMDB0060059,CE 17:0,,,,0.638361757771642,Interaction,,
HC Genotype x Time_120,HMDB0005357,TG 50:0,0.32669559036655,0.314646324184635,0.307429519727101,,Interaction,-0.290011205035335,0.943402385768435
HC Genotype x Time_235,HMDB0005357,TG 50:0,0.295879914799521,0.314646324184635,0.354545012205843,,Interaction,-0.320826880602364,0.912586710201406
HC Genotype x Time_(joint),HMDB0005357,TG 50:0,,,,0.525548924673599,Interaction,,
HC Genotype x Time_120,HMDB0062701,TG 53:2,0.0359760722887749,0.0395864889037447,0.370700873978143,,Interaction,-0.0416134459625647,0.113565590540115
HC Genotype x Time_235,HMDB0062701,TG 53:2,0.0666144598123535,0.0395864889037447,0.102803003432415,,Interaction,-0.0109750584389862,0.144203978063693
HC Genotype x Time_(joint),HMDB0062701,TG 53:2,,,,0.257763441475496,Interaction,,
HC Genotype x Time_120,HMDB0005398,TG 56:4,-0.0221450742542168,0.0328042992200905,0.504803749714138,,Interaction,-0.0864415007255941,0.0421513522171606
HC Genotype x Time_235,HMDB0005398,TG 56:4,-0.00222894531383379,0.0328042992200905,0.946278878154653,,Interaction,-0.0665253717852112,0.0620674811575436
HC Genotype x Time_(joint),HMDB0005398,TG 56:4,,,,0.760488449978755,Interaction,,
HC Genotype x Time_120,HMDB0005458,TG 58:6,-0.0193208071001764,0.0583532123722513,0.742869879445959,,Interaction,-0.133693103349789,0.0950514891494361
HC Genotype x Time_235,HMDB0005458,TG 58:6,-0.0461898405191055,0.0583532123722513,0.434833766801591,,Interaction,-0.160562136768718,0.0681824557305071
HC Genotype x Time_(joint),HMDB0005458,TG 58:6,,,,0.731406910274222,Interaction,,
HC Genotype x Time_120,HMDB0005367,TG 52:1,0.208130457105289,0.128129580271111,0.114757858986304,,Interaction,-0.0430035202260882,0.459264434436666
HC Genotype x Time_235,HMDB0005367,TG 52:1,0.235540063721549,0.128129580271111,0.0759389840817908,,Interaction,-0.0155939136098287,0.486674041052926
HC Genotype x Time_(joint),HMDB0005367,TG 52:1,,,,0.150143032530249,Interaction,,
HC Genotype x Time_120,HMDB0043127,TG 55:3,0.0675605095551388,0.0399674559662774,0.101320201261926,,Interaction,-0.0107757041387649,0.145896723249042
HC Genotype x Time_235,HMDB0043127,TG 55:3,0.0960763144139125,0.0399674559662774,0.0226063163399622,,Interaction,0.0177401007200088,0.174412528107816
HC Genotype x Time_(joint),HMDB0043127,TG 55:3,,,,0.0623461985673055,Interaction,,
HC Genotype x Time_120,HMDB0031106,TG 51:0,0.267712273285668,0.141322924718226,0.0678576899171288,,Interaction,-0.00928065916205439,0.544705205733391
HC Genotype x Time_235,HMDB0031106,TG 51:0,0.246934795661762,0.141322924718226,0.0908147661360688,,Interaction,-0.0300581367859607,0.523927728109485
HC Genotype x Time_(joint),HMDB0031106,TG 51:0,,,,0.126028689463106,Interaction,,
HC Genotype x Time_120,HMDB0042645,TG 58:5,0.0400487503463249,0.0551307327075593,0.47320399105251,,Interaction,-0.0680074857604913,0.148104986453141
HC Genotype x Time_235,HMDB0042645,TG 58:5,0.109996811513343,0.0551307327075593,0.0551732757954765,,Interaction,0.00194057540652649,0.218053047620159
HC Genotype x Time_(joint),HMDB0042645,TG 58:5,,,,0.147755033789308,Interaction,,
HC Genotype x Time_120,HMDB0241641,CAR 26:1,-0.0260129081644229,0.0845180113342648,0.760376886602121,,Interaction,-0.191668210379582,0.139642394050736
HC Genotype x Time_235,HMDB0241641,CAR 26:1,-0.0112473009118251,0.0845180113342648,0.895022084813715,,Interaction,-0.176902603126984,0.154408001303334
HC Genotype x Time_(joint),HMDB0241641,CAR 26:1,,,,0.953536686455143,Interaction,,
HC Genotype x Time_120,HMDB0010368,CE 18:0,-0.00126401320116553,0.0238797242184497,0.958136609910046,,Interaction,-0.048068272669327,0.0455402462669959
HC Genotype x Time_235,HMDB0010368,CE 18:0,-0.0089205711862567,0.0238797242184497,0.711356758257752,,Interaction,-0.0557248306544182,0.0378836882819048
HC Genotype x Time_(joint),HMDB0010368,CE 18:0,,,,0.921736051587579,Interaction,,
HC Genotype x Time_120,HMDB0005403,TG 54:2,0.0873697686887872,0.0515792703910534,0.100645110799745,,Interaction,-0.0137256012776774,0.188465138655252
HC Genotype x Time_235,HMDB0005403,TG 54:2,0.150447725054487,0.0515792703910534,0.00663661013144311,,Interaction,0.0493523550880227,0.251543095020952
HC Genotype x Time_(joint),HMDB0005403,TG 54:2,,,,0.0229657533845041,Interaction,,
HC Genotype x Time_120,HMDB0241642,CAR 26:2,0.0516556689590212,0.0638456236453914,0.42484455047905,,Interaction,-0.073481753385946,0.176793091303988
HC Genotype x Time_235,HMDB0241642,CAR 26:2,0.0788495431234946,0.0638456236453914,0.226414771148719,,Interaction,-0.0462878792214726,0.203986965468462
HC Genotype x Time_(joint),HMDB0241642,CAR 26:2,,,,0.464345002125015,Interaction,,
HC Genotype x Time_120,HMDB0005193,CE 20:1,-0.0170687171584571,0.0277395146161597,0.542982503096468,,Interaction,-0.0714381658061302,0.0373007314892159
HC Genotype x Time_235,HMDB0005193,CE 20:1,-0.0159128270201996,0.0277395146161597,0.570479290301592,,Interaction,-0.0702822756678726,0.0384566216274734
HC Genotype x Time_(joint),HMDB0005193,CE 20:1,,,,0.790860972440039,Interaction,,
HC Genotype x Time_120,HMDB0042482,TG 53:1,0.21445468327659,0.128029654287508,0.104321257216899,,Interaction,-0.0364834391269253,0.465392805680105
HC Genotype x Time_235,HMDB0042482,TG 53:1,0.287224738105958,0.128029654287508,0.0324065213691394,,Interaction,0.0362866157024428,0.538162860509473
HC Genotype x Time_(joint),HMDB0042482,TG 53:1,,,,0.0820723195044147,Interaction,,
HC Genotype x Time_120,HMDB0005410,TG 56:3,0.0190223881245747,0.0587547018190533,0.748366513756753,,Interaction,-0.0961368274407699,0.134181603689919
HC Genotype x Time_235,HMDB0005410,TG 56:3,0.105003663627025,0.0587547018190533,0.0840212395285286,,Interaction,-0.0101555519383193,0.22016287919237
HC Genotype x Time_(joint),HMDB0005410,TG 56:3,,,,0.180521136957853,Interaction,,
HC Genotype x Time_120,HMDB0005365,TG 52:0,0.184849359035712,0.262709102179342,0.48709040873564,,Interaction,-0.330060481235799,0.699759199307223
HC Genotype x Time_235,HMDB0005365,TG 52:0,0.202597031648145,0.262709102179342,0.44662979618944,,Interaction,-0.312312808623366,0.717506871919656
HC Genotype x Time_(joint),HMDB0005365,TG 52:0,,,,0.697377629911004,Interaction,,
HC Genotype x Time_120,HMDB0043373,TG 55:2,0.0889741600090405,0.0756583247729824,0.248843219530912,,Interaction,-0.0593161565460051,0.237264476564086
HC Genotype x Time_235,HMDB0043373,TG 55:2,0.208175482600132,0.0756583247729824,0.00996304465346812,,Interaction,0.0598851660450862,0.356465799155177
HC Genotype x Time_(joint),HMDB0043373,TG 55:2,,,,0.0334835425123209,Interaction,,
HC Genotype x Time_120,HMDB0000784,Azelaic acid,0.092747359771374,0.101563002473603,0.368418282640521,,Interaction,-0.106316125076887,0.291810844619635
HC Genotype x Time_235,HMDB0000784,Azelaic acid,-0.0780030652500955,0.101563002473603,0.448475073100046,,Interaction,-0.277066550098357,0.121060419598166
HC Genotype x Time_(joint),HMDB0000784,Azelaic acid,,,,0.258256678982779,Interaction,,
HC Genotype x Time_120,HMDB0048749,TG 58:4,-0.0468911931720705,0.109200076024422,0.670695959678735,,Interaction,-0.260923342179938,0.167140955835797
HC Genotype x Time_235,HMDB0048749,TG 58:4,0.09014653491412,0.109200076024422,0.415594696073019,,Interaction,-0.123885614093747,0.304178683921987
HC Genotype x Time_(joint),HMDB0048749,TG 58:4,,,,0.452815462513905,Interaction,,
HC Genotype x Time_120,HMDB0005395,TG 54:1,0.145113069459676,0.171325649197791,0.403700858124638,,Interaction,-0.190685202967994,0.480911341887345
HC Genotype x Time_235,HMDB0005395,TG 54:1,0.22394187391656,0.171325649197791,0.201105137229841,,Interaction,-0.111856398511109,0.55974014634423
HC Genotype x Time_(joint),HMDB0005395,TG 54:1,,,,0.425531699116232,Interaction,,
HC Genotype x Time_120,HMDB0043380,TG 57:3,0.188677982295815,0.147846882005889,0.211686792066751,,Interaction,-0.101101906435728,0.478457871027358
HC Genotype x Time_235,HMDB0043380,TG 57:3,0.313185102030938,0.147846882005889,0.0425434717627526,,Interaction,0.0234052132993955,0.602964990762481
HC Genotype x Time_(joint),HMDB0043380,TG 57:3,,,,0.120252504193652,Interaction,,
HC Genotype x Time_120,HMDB0005404,TG 56:2,0.0377867382650554,0.101538280431397,0.712402497512312,,Interaction,-0.161228291380482,0.236801767910593
HC Genotype x Time_235,HMDB0005404,TG 56:2,0.110418148863545,0.101538280431397,0.285496475394874,,Interaction,-0.0885968807819931,0.309433178509082
HC Genotype x Time_(joint),HMDB0005404,TG 56:2,,,,0.549474762651951,Interaction,,
HC Genotype x Time_120,HMDB0044261,TG 58:3,0.0199538935205487,0.14165591653176,0.888920791729802,,Interaction,-0.2576917028817,0.297599489922798
HC Genotype x Time_235,HMDB0044261,TG 58:3,0.150810005263847,0.14165591653176,0.295541206240509,,Interaction,-0.126835591138402,0.428455601666096
HC Genotype x Time_(joint),HMDB0044261,TG 58:3,,,,0.519763512453246,Interaction,,
HC Genotype x Time_120,HMDB0031404,Cyclohexylamine,-0.168788351327416,0.151118198344528,0.272890424630564,,Interaction,-0.464980020082691,0.127403317427859
HC Genotype x Time_235,HMDB0031404,Cyclohexylamine,-0.186763080274918,0.151118198344528,0.226095376031185,,Interaction,-0.482954749030193,0.109428588480357
HC Genotype x Time_(joint),HMDB0031404,Cyclohexylamine,,,,0.405751218047373,Interaction,,
HC Genotype x Time_120,HMDB0010372,CE 22:1,0.0356969043348754,0.0649363638207244,0.5865800615701,,Interaction,-0.0915783687537445,0.162972177423495
HC Genotype x Time_235,HMDB0010372,CE 22:1,0.0495923500942813,0.0649363638207244,0.451006748104232,,Interaction,-0.0776829229943386,0.176867623182901
HC Genotype x Time_(joint),HMDB0010372,CE 22:1,,,,0.73547233627364,Interaction,,
HC Genotype x Time_120,HMDB0005393,TG 54:0,0.196623398000546,0.208998444617341,0.354327319435316,,Interaction,-0.213013553449443,0.606260349450535
HC Genotype x Time_235,HMDB0005393,TG 54:0,0.238458004450065,0.208998444617341,0.262914747458293,,Interaction,-0.171178946999924,0.648094955900054
HC Genotype x Time_(joint),HMDB0005393,TG 54:0,,,,0.484553656884819,Interaction,,
HC Genotype x Time_120,HMDB0011221,PC P-36:4,-0.0218292145373115,0.22759256322483,0.924227070198519,,Interaction,-0.467910638457978,0.424252209383356
HC Genotype x Time_235,HMDB0011221,PC P-36:4,0.101626468239161,0.22759256322483,0.658422579741221,,Interaction,-0.344454955681506,0.547707892159828
HC Genotype x Time_(joint),HMDB0011221,PC P-36:4,,,,0.846470126109606,Interaction,,
HC Genotype x Time_120,HMDB0043375,TG 57:2,0.46434129486402,0.23504231167552,0.0574660799709471,,Interaction,0.00365836398000019,0.92502422574804
HC Genotype x Time_235,HMDB0043375,TG 57:2,0.564612897057189,0.23504231167552,0.0226935540657126,,Interaction,0.103929966173169,1.02529582794121
HC Genotype x Time_(joint),HMDB0043375,TG 57:2,,,,0.0512753661637233,Interaction,,
HC Genotype x Time_120,HMDB0008260,PC P-36:5,-0.0924350087780561,0.0645463959304984,0.162461127299772,,Interaction,-0.218945944801833,0.0340759272457209
HC Genotype x Time_235,HMDB0008260,PC P-36:5,-0.0197109855583691,0.0645463959304984,0.762187888534195,,Interaction,-0.146221921582146,0.106799950465408
HC Genotype x Time_(joint),HMDB0008260,PC P-36:5,,,,0.333954808099275,Interaction,,
HC Genotype x Time_120,HMDB0011252,PC P-38:3,0.0290711354217063,0.043221498492835,0.506344676141966,,Interaction,-0.0556430016242503,0.113785272467663
HC Genotype x Time_235,HMDB0011252,PC P-38:3,0.0482520936744679,0.043221498492835,0.273117004119009,,Interaction,-0.0364620433714887,0.132966230720425
HC Genotype x Time_(joint),HMDB0011252,PC P-38:3,,,,0.538512737545567,Interaction,,
HC Genotype x Time_120,HMDB0005396,TG 56:1,0.16660636558069,0.197072966086886,0.404577516514777,,Interaction,-0.219656647949607,0.552869379110987
HC Genotype x Time_235,HMDB0005396,TG 56:1,0.273264065192366,0.197072966086886,0.175778257105605,,Interaction,-0.112998948337931,0.659527078722663
HC Genotype x Time_(joint),HMDB0005396,TG 56:1,,,,0.388180451321167,Interaction,,
HC Genotype x Time_120,HMDB0000197,Indoleacetic acid,-0.0216036346266335,0.0789854520089137,0.786332342837961,,Interaction,-0.176415120564104,0.133207851310837
HC Genotype x Time_235,HMDB0000197,Indoleacetic acid,0.0354683830967052,0.0789854520089137,0.65662314109142,,Interaction,-0.119343102840766,0.190279869034176
HC Genotype x Time_(joint),HMDB0000197,Indoleacetic acid,,,,0.768088481250552,Interaction,,
HC Genotype x Time_120,HMDB0044121,TG 58:2,0.0444218541969893,0.18353236252483,0.810397468135207,,Interaction,-0.315301576351677,0.404145284745655
HC Genotype x Time_235,HMDB0044121,TG 58:2,0.150335164617154,0.18353236252483,0.419177398284275,,Interaction,-0.209388265931512,0.51005859516582
HC Genotype x Time_(joint),HMDB0044121,TG 58:2,,,,0.70463768509489,Interaction,,
HC Genotype x Time_120,HMDB0049905,TG 60:3,0.0156837880937075,0.20221858370505,0.938694165690151,,Interaction,-0.380664635968191,0.412032212155606
HC Genotype x Time_235,HMDB0049905,TG 60:3,0.145533005126588,0.20221858370505,0.477290683229222,,Interaction,-0.250815418935311,0.541881429188486
HC Genotype x Time_(joint),HMDB0049905,TG 60:3,,,,0.734261074678967,Interaction,,
HC Genotype x Time_120,HMDB0050322,TG 59:2,0.329179851295668,0.508769671712976,0.522544671278066,,Interaction,-0.668008705261764,1.3263684078531
HC Genotype x Time_235,HMDB0050322,TG 59:2,0.152821018380125,0.508769671712976,0.765963856875457,,Interaction,-0.844367538177307,1.15000957493756
HC Genotype x Time_(joint),HMDB0050322,TG 59:2,,,,0.812030931207706,Interaction,,
HC Genotype x Time_120,HMDB0043925,TG 58:1,0.182731332799396,0.242605761717593,0.457198659645419,,Interaction,-0.292775960167087,0.658238625765879
HC Genotype x Time_235,HMDB0043925,TG 58:1,0.295431923637819,0.242605761717593,0.232812610091679,,Interaction,-0.180075369328664,0.770939216604302
HC Genotype x Time_(joint),HMDB0043925,TG 58:1,,,,0.478577956118988,Interaction,,
HC Genotype x Time_120,HMDB0005065,CAR 18:1,-0.15152396467879,0.140962162398871,0.290977313339608,,Interaction,-0.427809802980577,0.124761873622997
