genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
All,HF meal,Time_360,HMDB0010403,LPC 22:5/0:0,0.407894711714338,0.083166927659388,0.00174409388693866,,Main,0.244887533501938,0.570901889926739
All,HF meal,Time_(joint),HMDB0010403,LPC 22:5/0:0,,,,0.00174409388693866,Main,,
All,HF meal,Time_360,HMDB0002815,LPC 18:1/0:0,0.0726778158558687,0.0230915145707109,0.0162111762717604,,Main,0.0274184472972753,0.117937184414462
All,HF meal,Time_(joint),HMDB0002815,LPC 18:1/0:0,,,,0.0162111762717604,Main,,
All,HF meal,Time_360,HMDB0011568,MG 18:2,0.055358689395586,0.178550664829408,0.765553707243934,,Main,-0.294600613670053,0.405317992461225
All,HF meal,Time_(joint),HMDB0011568,MG 18:2,,,,0.765553707243934,Main,,
All,HF meal,Time_360,HMDB0011506,LPE 18:1/0:0,0.439353858261363,0.0764467148493165,0.000700434252325765,,Main,0.289518297156702,0.589189419366023
All,HF meal,Time_(joint),HMDB0011506,LPE 18:1/0:0,,,,0.000700434252325765,Main,,
All,HF meal,Time_360,HMDB0000122,Hexose,0.0537394291770204,0.0199264397445494,0.0307772035533701,,Main,0.0146836072777036,0.0927952510763371
All,HF meal,Time_(joint),HMDB0000122,Hexose,,,,0.0307772035533701,Main,,
All,HF meal,Time_360,HMDB0012108,LPC 17:0/0:0,-0.00701357306338934,0.0138306884618013,0.62766403821905,,Main,-0.0341217224485199,0.0200945763217412
All,HF meal,Time_(joint),HMDB0012108,LPC 17:0/0:0,,,,0.62766403821905,Main,,
All,HF meal,Time_360,HMDB0010401,LPC 22:4/0:0,0.213712302323195,0.0458552225409538,0.0023129085872374,,Main,0.123836066142925,0.303588538503464
All,HF meal,Time_(joint),HMDB0010401,LPC 22:4/0:0,,,,0.0023129085872374,Main,,
All,HF meal,Time_360,HMDB0010407,LPC P-16:0/0:0,-0.0683083774274388,0.0255540851512291,0.031856658612061,,Main,-0.118394384323848,-0.0182223705310298
All,HF meal,Time_(joint),HMDB0010407,LPC P-16:0/0:0,,,,0.031856658612061,Main,,
All,HF meal,Time_360,HMDB0243890,LPC O-16:0/0:0,-0.09940399641723,0.0428849063507134,0.053557889762158,,Main,-0.183458412864628,-0.0153495799698318
All,HF meal,Time_(joint),HMDB0243890,LPC O-16:0/0:0,,,,0.053557889762158,Main,,
All,HF meal,Time_360,HMDB0010392,LPC 20:2/0:0,0.164524149245704,0.050484781853033,0.013885738257447,,Main,0.0655739768137592,0.263474321677649
All,HF meal,Time_(joint),HMDB0010392,LPC 20:2/0:0,,,,0.013885738257447,Main,,
All,HF meal,Time_360,HMDB0011564,MG 16:0,0.0350171771961456,0.0261500280443461,0.201879251940508,,Main,-0.0162368777707728,0.086271232163064
All,HF meal,Time_(joint),HMDB0011564,MG 16:0,,,,0.201879251940508,Main,,
All,HF meal,Time_360,HMDB0000063,Cortisol,0.00379219235672013,0.0124354333419044,0.76927114838206,,Main,-0.0205812569934125,0.0281656417068528
All,HF meal,Time_(joint),HMDB0000063,Cortisol,,,,0.76927114838206,Main,,
All,HF meal,Time_360,HMDB0002802,Cortisone,-0.309866836670057,0.0949140971898746,0.0137745553860689,,Main,-0.495898467162212,-0.123835206177903
All,HF meal,Time_(joint),HMDB0002802,Cortisone,,,,0.0137745553860689,Main,,
All,HF meal,Time_360,HMDB0013648,Palmitoleoyl-EA,0.0318220686494142,0.0603688526774262,0.614392434860775,,Main,-0.0865008825983411,0.150145019897169
All,HF meal,Time_(joint),HMDB0013648,Palmitoleoyl-EA,,,,0.614392434860775,Main,,
All,HF meal,Time_360,HMDB0011128,LPC 0:0/18:0,-0.0798514601864859,0.0430223259645326,0.10582376403211,,Main,-0.16417521907697,0.00447229870399803
All,HF meal,Time_(joint),HMDB0011128,LPC 0:0/18:0,,,,0.10582376403211,Main,,
All,HF meal,Time_360,HMDB0011129,LPE 0:0/18:0,-0.0524181057372886,0.143697385686538,0.726046092407366,,Main,-0.334064981682903,0.229228770208326
All,HF meal,Time_(joint),HMDB0011129,LPE 0:0/18:0,,,,0.726046092407366,Main,,
All,HF meal,Time_360,HMDB0010408,LPC P-18:1/0:0,-0.0507434785714729,0.0627459040112011,0.445291639830288,,Main,-0.173725450433427,0.0722384932904813
All,HF meal,Time_(joint),HMDB0010408,LPC P-18:1/0:0,,,,0.445291639830288,Main,,
All,HF meal,Time_360,HMDB0000254,Succinic acid,-0.00532232428125923,0.050793894945266,0.919487403219187,,Main,-0.10487835837398,0.094233709811462
All,HF meal,Time_(joint),HMDB0000254,Succinic acid,,,,0.919487403219187,Main,,
All,HF meal,Time_360,HMDB0010384,LPC 18:0/0:0,-0.0705442577754454,0.0340016714212531,0.0766795267129844,,Main,-0.137187533761101,-0.00390098178978929
All,HF meal,Time_(joint),HMDB0010384,LPC 18:0/0:0,,,,0.0766795267129844,Main,,
All,HF meal,Time_360,HMDB0011130,LPE 18:0/0:0,0.0950973165645586,0.035575721526565,0.0318563988566742,,Main,0.0253689023724912,0.164825730756626
All,HF meal,Time_(joint),HMDB0011130,LPE 18:0/0:0,,,,0.0318563988566742,Main,,
All,HF meal,Time_360,HMDB0011567,MG 18:1,0.0388088347820244,0.0589696556576764,0.521139752539369,,Main,-0.0767716903070213,0.15438935987107
All,HF meal,Time_(joint),HMDB0011567,MG 18:1,,,,0.521139752539369,Main,,
All,HF meal,Time_360,HMDB0072856,MG 17:0,0.0671646754244542,0.0447672397931192,0.177220573686106,,Main,-0.0205791145700594,0.154908465418968
All,HF meal,Time_(joint),HMDB0072856,MG 17:0,,,,0.177220573686106,Main,,
All,HF meal,Time_360,HMDB0010391,LPC 20:1/0:0,-0.00204465809889598,0.0330343045033127,0.952376660589003,,Main,-0.0667918949253888,0.0627025787275968
All,HF meal,Time_(joint),HMDB0010391,LPC 20:1/0:0,,,,0.952376660589003,Main,,
All,HF meal,Time_360,HMDB0000045,AMP,0.0867296900274077,0.0805632734301197,0.317382295153668,,Main,-0.0711743258956269,0.244633705950442
All,HF meal,Time_(joint),HMDB0000045,AMP,,,,0.317382295153668,Main,,
All,HF meal,Time_360,HMDB0011149,LPC O-18:0/0:0,-0.0745740439153622,0.0510995252455583,0.187827676356631,,Main,-0.174729113396656,0.0255810255659322
All,HF meal,Time_(joint),HMDB0011149,LPC O-18:0/0:0,,,,0.187827676356631,Main,,
All,HF meal,Time_360,HMDB0011131,MG 18:0,0.0750420876223998,0.0479253913186898,0.139711131190786,,Main,-0.0188916793622321,0.168975854607032
All,HF meal,Time_(joint),HMDB0011131,MG 18:0,,,,0.139711131190786,Main,,
All,HF meal,Time_360,HMDB0000072,cis-Aconitic acid,0.0880308424233043,0.0452101462130459,0.092555547677457,,Main,-0.000581044154265686,0.176642729000874
All,HF meal,Time_(joint),HMDB0000072,cis-Aconitic acid,,,,0.092555547677457,Main,,
All,HF meal,Time_360,HMDB0013250,N-Myristoylglycine,0.0781128064013732,0.330690344014621,0.820031429453704,,Main,-0.570040267867284,0.72626588067003
All,HF meal,Time_(joint),HMDB0013250,N-Myristoylglycine,,,,0.820031429453704,Main,,
All,HF meal,Time_360,HMDB0010390,LPC 20:0/0:0,-0.00239496425130167,0.0317242221771429,0.94193452307252,,Main,-0.0645744397185018,0.0597845112158985
All,HF meal,Time_(joint),HMDB0010390,LPC 20:0/0:0,,,,0.94193452307252,Main,,
All,HF meal,Time_360,HMDB0010399,LPC 22:1/0:0,0.0255575057295266,0.0535308821580992,0.647599615180845,,Main,-0.0793630233003479,0.130478034759401
All,HF meal,Time_(joint),HMDB0010399,LPC 22:1/0:0,,,,0.647599615180845,Main,,
All,HF meal,Time_360,HMDB0072839,MG 19:0,0.0618834634681136,0.0407557927148628,0.17270794239508,,Main,-0.0179978902530175,0.141764817189245
All,HF meal,Time_(joint),HMDB0072839,MG 19:0,,,,0.17270794239508,Main,,
All,HF meal,Time_360,HMDB0011572,MG 20:0,0.0154908985677089,0.064227732314665,0.812906669539234,,Main,-0.110395456769034,0.141377253904452
All,HF meal,Time_(joint),HMDB0011572,MG 20:0,,,,0.812906669539234,Main,,
All,HF meal,Time_360,HMDB0000786,Oxypurinol,-0.264224463845562,0.0784006873965527,0.0119173766545791,,Main,-0.417889811142805,-0.110559116548318
All,HF meal,Time_(joint),HMDB0000786,Oxypurinol,,,,0.0119173766545791,Main,,
All,HF meal,Time_360,HMDB0010398,LPC 22:0/0:0,0.0122632014530701,0.0214432703560447,0.585284391280218,,Main,-0.0297656084447775,0.0542920113509178
All,HF meal,Time_(joint),HMDB0010398,LPC 22:0/0:0,,,,0.585284391280218,Main,,
All,HF meal,Time_360,HMDB0010406,LPC 24:1/0:0,0.0330336334715007,0.0397526855880734,0.433411427039648,,Main,-0.0448816302811231,0.110948897224124
All,HF meal,Time_(joint),HMDB0010406,LPC 24:1/0:0,,,,0.433411427039648,Main,,
All,HF meal,Time_360,HMDB0012096,SM 30:1;O2,0.0349072339211212,0.0238238733858788,0.186281476129041,,Main,-0.0117875579152014,0.0816020257574437
All,HF meal,Time_(joint),HMDB0012096,SM 30:1;O2,,,,0.186281476129041,Main,,
All,HF meal,Time_360,HMDB0000921,Cholestenone,0.0271234264657609,0.0195716102937983,0.208334225687514,,Main,-0.0112369297100838,0.0654837826416056
All,HF meal,Time_(joint),HMDB0000921,Cholestenone,,,,0.208334225687514,Main,,
All,HF meal,Time_360,HMDB0011581,MG 22:0,0.00313757526435055,0.0312590937096653,0.921471277407875,,Main,-0.0581302484065934,0.0644053989352945
All,HF meal,Time_(joint),HMDB0011581,MG 22:0,,,,0.921471277407875,Main,,
All,HF meal,Time_360,HMDB0011527,LPE 24:0/0:0,0.0249814461919122,0.0495584749532076,0.629679959570647,,Main,-0.0721531647163747,0.122116057100199
All,HF meal,Time_(joint),HMDB0011527,LPE 24:0/0:0,,,,0.629679959570647,Main,,
All,HF meal,Time_360,HMDB0000067,Cholesterol,0.0485424400533816,0.0356008350705128,0.214946109321723,,Main,-0.0212351966848236,0.118320076791587
All,HF meal,Time_(joint),HMDB0000067,Cholesterol,,,,0.214946109321723,Main,,
All,HF meal,Time_360,HMDB0029220,LPC 26:1/0:0,0.0776540058313451,0.100609752900611,0.465466327145335,,Main,-0.119541109853852,0.274849121516542
All,HF meal,Time_(joint),HMDB0029220,LPC 26:1/0:0,,,,0.465466327145335,Main,,
All,HF meal,Time_360,HMDB0007903,PC 30:2,0.179878017587875,0.0692079442814124,0.035471870169916,,Main,0.0442304467963062,0.315525588379443
All,HF meal,Time_(joint),HMDB0007903,PC 30:2,,,,0.035471870169916,Main,,
All,HF meal,Time_360,HMDB0240677,SM 33:2;O2_A,0.0205219545917892,0.0154136207522026,0.224772933046534,,Main,-0.00968874208252785,0.0507326512661063
All,HF meal,Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.224772933046534,Main,,
All,HF meal,Time_360,HMDB0007866,PC 28:0,0.050615783545414,0.0456459631690672,0.304121038158305,,Main,-0.0388503042659576,0.140081871356786
All,HF meal,Time_(joint),HMDB0007866,PC 28:0,,,,0.304121038158305,Main,,
All,HF meal,Time_360,HMDB0007875,PC 32:3,0.0305062212887997,0.040038058718605,0.470988554140367,,Main,-0.0479683737996661,0.108980816377265
All,HF meal,Time_(joint),HMDB0007875,PC 32:3,,,,0.470988554140367,Main,,
All,HF meal,Time_360,HMDB0001492,gamma-Tocopherol,0.188342142003933,0.0414947735131248,0.00267108012447795,,Main,0.107012385918208,0.269671898089657
All,HF meal,Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.00267108012447795,Main,,
All,HF meal,Time_360,HMDB0011588,MG 24:0,-0.0374410882494036,0.0493896019691544,0.473149705577955,,Main,-0.134244708108946,0.059362531610139
All,HF meal,Time_(joint),HMDB0011588,MG 24:0,,,,0.473149705577955,Main,,
All,HF meal,Time_360,HMDB0012097,SM 32:1;O2,0.0314329920926078,0.026467941329191,0.273726331350272,,Main,-0.0204441729126065,0.0833101570978221
All,HF meal,Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.273726331350272,Main,,
All,HF meal,Time_360,HMDB0007916,PC 34:5,0.0782862736808241,0.0428591441382251,0.110495570593484,,Main,-0.00571764883009703,0.162290196191745
All,HF meal,Time_(joint),HMDB0007916,PC 34:5,,,,0.110495570593484,Main,,
All,HF meal,Time_360,HMDB0007870,PC 30:1,0.0291826007747886,0.0376103549800849,0.463201044990603,,Main,-0.0445336949861778,0.102898896535755
All,HF meal,Time_(joint),HMDB0007870,PC 30:1,,,,0.463201044990603,Main,,
All,HF meal,Time_360,HMDB0240613,SM 34:2;O2,0.0151847059630654,0.0196686311344758,0.465359257960031,,Main,-0.0233658110605072,0.053735222986638
All,HF meal,Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.465359257960031,Main,,
All,HF meal,Time_360,HMDB0012085,SM 32:0;O2,0.0370120211417699,0.0276754504213187,0.222924754663462,,Main,-0.0172318616840148,0.0912559039675546
All,HF meal,Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.222924754663462,Main,,
All,HF meal,Time_360,HMDB0001893,alpha-Tocopherol,0.0414219920597887,0.0191435187392569,0.067233570936257,,Main,0.0039006953308451,0.0789432887887323
All,HF meal,Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.067233570936257,Main,,
All,HF meal,Time_360,HMDB0007932,PC 29:0,0.0574475649345664,0.0442783080150461,0.235605507966353,,Main,-0.0293379187749239,0.144233048644057
All,HF meal,Time_(joint),HMDB0007932,PC 29:0,,,,0.235605507966353,Main,,
All,HF meal,Time_360,HMDB0000094,Citric and,0.0162893192552129,0.0848351785635889,0.85318463523401,,Main,-0.149987630729421,0.182566269239847
All,HF meal,Time_(joint),HMDB0000094,Citric and,,,,0.85318463523401,Main,,
All,HF meal,Time_360,HMDB0029205,LPC 26:0/0:0,0.0382892760736481,0.0387089802843338,0.355537001802962,,Main,-0.0375803252836462,0.114158877430942
All,HF meal,Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.355537001802962,Main,,
All,HF meal,Time_360,HMDB0006750,Hex2Cer 34:1;O2,0.00652271789310893,0.0241230948120955,0.79465659778012,,Main,-0.0407585479385983,0.0538039837248162
All,HF meal,Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.79465659778012,Main,,
All,HF meal,Time_360,HMDB0007883,PC 34:4,0.0260616175176729,0.028946140916462,0.397850325690493,,Main,-0.0306728186785927,0.0827960537139385
All,HF meal,Time_(joint),HMDB0007883,PC 34:4,,,,0.397850325690493,Main,,
All,HF meal,Time_360,HMDB0007041,DG 30:2,0.257319112028885,0.121377878808592,0.0717232361517359,,Main,0.0194184695640444,0.495219754493725
All,HF meal,Time_(joint),HMDB0007041,DG 30:2,,,,0.0717232361517359,Main,,
All,HF meal,Time_360,HMDB0004971,HexCer 34:1;O2,-0.00280860100513891,0.0264211693882408,0.918325668804855,,Main,-0.054594093006091,0.0489768909958131
All,HF meal,Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.918325668804855,Main,,
All,HF meal,Time_360,HMDB0007936,PC 31:1,0.018042942854091,0.031520095762649,0.584940506849092,,Main,-0.043736444840701,0.079822330548883
All,HF meal,Time_(joint),HMDB0007936,PC 31:1,,,,0.584940506849092,Main,,
All,HF meal,Time_360,HMDB0008511,PC 40:10,0.0107949359467128,0.023792460613918,0.663767526742951,,Main,-0.0358382868565665,0.057428158749992
All,HF meal,Time_(joint),HMDB0008511,PC 40:10,,,,0.663767526742951,Main,,
All,HF meal,Time_360,HMDB0007869,PC 30:0,0.020434296900575,0.031820553706889,0.541212855884466,,Main,-0.0419339883649275,0.0828025821660775
All,HF meal,Time_(joint),HMDB0007869,PC 30:0,,,,0.541212855884466,Main,,
All,HF meal,Time_360,HMDB0008006,PC 34:3,0.0814133093494079,0.0250222446258082,0.0139867922379212,,Main,0.0323697098828238,0.130456908815992
All,HF meal,Time_(joint),HMDB0008006,PC 34:3,,,,0.0139867922379212,Main,,
All,HF meal,Time_360,HMDB0007940,PC 33:2,0.0822849724570531,0.0258173477028825,0.0153362872981513,,Main,0.0316829709594034,0.132886973954703
All,HF meal,Time_(joint),HMDB0007940,PC 33:2,,,,0.0153362872981513,Main,,
All,HF meal,Time_360,HMDB0002329,Oxalic acid,-0.0385882793355601,0.0646222042341001,0.569219249571719,,Main,-0.165247799634396,0.0880712409632761
All,HF meal,Time_(joint),HMDB0002329,Oxalic acid,,,,0.569219249571719,Main,,
All,HF meal,Time_360,HMDB0008428,PC 35:4,0.0526856243576894,0.0230556655474749,0.0562080250879632,,Main,0.00749651988463865,0.0978747288307402
All,HF meal,Time_(joint),HMDB0008428,PC 35:4,,,,0.0562080250879632,Main,,
All,HF meal,Time_360,HMDB0007983,PC 36:4_A,0.113669811048929,0.0299881343414968,0.00679852759410331,,Main,0.0548930677395954,0.172446554358263
All,HF meal,Time_(joint),HMDB0007983,PC 36:4_A,,,,0.00679852759410331,Main,,
All,HF meal,Time_360,HMDB0007873,PC 32:1,0.0178973846160915,0.0206735846150193,0.415330221326709,,Main,-0.0226228412293463,0.0584176104615293
All,HF meal,Time_(joint),HMDB0007873,PC 32:1,,,,0.415330221326709,Main,,
All,HF meal,Time_360,HMDB0011745,N-Acetylmethionine,0.0670914585662497,0.0223215683628424,0.0197826187051047,,Main,0.0233411845750785,0.110841732557421
All,HF meal,Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.0197826187051047,Main,,
All,HF meal,Time_360,HMDB0000402,2-Isopropylmalic acid,0.0140053573664056,0.0570943637280933,0.813258970704111,,Main,-0.0978995955406571,0.125910310273468
All,HF meal,Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.813258970704111,Main,,
All,HF meal,Time_360,HMDB0004949,Cer 34:1;O2,0.239439975926281,0.0428721225837018,0.000828887569278826,,Main,0.155410615662225,0.323469336190336
All,HF meal,Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.000828887569278826,Main,,
All,HF meal,Time_360,HMDB0000956,Tartaric acid,0.122581274655722,0.0511564741818996,0.0477317370204439,,Main,0.0223145852591994,0.222847964052246
All,HF meal,Time_(joint),HMDB0000956,Tartaric acid,,,,0.0477317370204439,Main,,
All,HF meal,Time_360,HMDB0012101,SM 36:2;O2,0.00352344678094246,0.0175253682802512,0.846377806518896,,Main,-0.0308262750483499,0.0378731686102348
All,HF meal,Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.846377806518896,Main,,
All,HF meal,Time_360,HMDB0007012,DG 30:1,0.610390348934651,0.235145321331232,0.035642420690842,,Main,0.149505519125436,1.07127517874387
All,HF meal,Time_(joint),HMDB0007012,DG 30:1,,,,0.035642420690842,Main,,
All,HF meal,Time_360,HMDB0010168,SM 34:0;O2,0.0252069883788017,0.0222214360542106,0.29399302539329,,Main,-0.0183470262874511,0.0687610030450546
All,HF meal,Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.29399302539329,Main,,
All,HF meal,Time_360,HMDB0000134,Fumaric and,-0.125045302519222,0.116043217013199,0.316951153629882,,Main,-0.352490007865092,0.102399402826648
All,HF meal,Time_(joint),HMDB0000134,Fumaric and,,,,0.316951153629882,Main,,
All,HF meal,Time_360,HMDB0007025,DG 34:4,0.573354623610711,0.279000418394373,0.0789419503645733,,Main,0.02651380355774,1.12019544366368
All,HF meal,Time_(joint),HMDB0007025,DG 34:4,,,,0.0789419503645733,Main,,
All,HF meal,Time_360,HMDB0009783,PI 34:1,0.103566732610886,0.0369196396257163,0.026327056091638,,Main,0.031204238944482,0.17592922627729
All,HF meal,Time_(joint),HMDB0009783,PI 34:1,,,,0.026327056091638,Main,,
All,HF meal,Time_360,HMDB0007991,PC 38:6,0.00979670812291289,0.0130736900938476,0.478070054966528,,Main,-0.0158277244610284,0.0354211407068541
All,HF meal,Time_(joint),HMDB0007991,PC 38:6,,,,0.478070054966528,Main,,
All,HF meal,Time_360,HMDB0001857,"1,3-Dimethyluric acid",-0.27860177587171,0.0731834517969701,0.00665474421906976,,Main,-0.422041341393772,-0.135162210349649
All,HF meal,Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.00665474421906976,Main,,
All,HF meal,Time_360,HMDB0241924,N-palmitoyl glutamine,0.131580476700925,0.121982333947665,0.316489089904433,,Main,-0.107504897836498,0.370665851238349
All,HF meal,Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.316489089904433,Main,,
All,HF meal,Time_360,HMDB0240622,SM 35:1;O2,-0.0317020816446387,0.0155565282714727,0.0809677600757281,,Main,-0.0621928770567251,-0.00121128623255232
All,HF meal,Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.0809677600757281,Main,,
All,HF meal,Time_360,HMDB0009778,PI 32:0,-0.380576223169353,0.263801815072527,0.19232680888886,,Main,-0.897627780711507,0.136475334372801
All,HF meal,Time_(joint),HMDB0009778,PI 32:0,,,,0.19232680888886,Main,,
All,HF meal,Time_360,HMDB0008928,PE 34:2,0.444553676872062,0.104451208595484,0.00376471576216803,,Main,0.239829308024914,0.64927804571921
All,HF meal,Time_(joint),HMDB0008928,PE 34:2,,,,0.00376471576216803,Main,,
All,HF meal,Time_360,HMDB0007973,PC 34:2,0.081883861950665,0.0138848689693169,0.000601088413854414,,Main,0.0546695187708039,0.109098205130526
All,HF meal,Time_(joint),HMDB0007973,PC 34:2,,,,0.000601088413854414,Main,,
All,HF meal,Time_360,HMDB0008937,PE 36:4,0.231169388791603,0.0622030998460741,0.0074918128132092,,Main,0.109251313093298,0.353087464489908
All,HF meal,Time_(joint),HMDB0008937,PE 36:4,,,,0.0074918128132092,Main,,
All,HF meal,Time_360,HMDB0014581,Allopurinol,-0.00907624765190507,0.00759025136829378,0.270714245949005,,Main,-0.0239531403337609,0.00580064502995073
All,HF meal,Time_(joint),HMDB0014581,Allopurinol,,,,0.270714245949005,Main,,
All,HF meal,Time_360,HMDB0008123,PC 40:7,0.0146787376252355,0.0227930627198008,0.540094485759613,,Main,-0.029995665305574,0.059353140556045
All,HF meal,Time_(joint),HMDB0008123,PC 40:7,,,,0.540094485759613,Main,,
All,HF meal,Time_360,HMDB0009786,PI 36:2,-0.0362938493233392,0.0584192181800376,0.554108977995351,,Main,-0.150795516956213,0.0782078183095345
All,HF meal,Time_(joint),HMDB0009786,PI 36:2,,,,0.554108977995351,Main,,
All,HF meal,Time_360,HMDB0009060,PE 36:3,0.444774436051876,0.0801641780765086,0.00086146047145872,,Main,0.287652647021919,0.601896225081833
