genotype,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,Time_235,HMDB0013440,PC O-38:3,0.000922305339085817,0.0292665924320646,0.975249453101663,,Main,-0.0564402158277607,0.0582848265059324
HC genotype,Time_(joint),HMDB0013440,PC O-38:3,,,,0.556089182709446,Main,,
HC genotype,Time_120,HMDB0012104,SM 40:2;O2,0.0922116587353893,0.0921585248269652,0.331924543607384,,Main,-0.0884190499254625,0.272842367396241
HC genotype,Time_235,HMDB0012104,SM 40:2;O2,0.0418522986934514,0.0921585248269652,0.655832400595092,,Main,-0.1387784099674,0.222483007354303
HC genotype,Time_(joint),HMDB0012104,SM 40:2;O2,,,,0.614543130901674,Main,,
HC genotype,Time_120,HMDB0000439,2-Furoylglycine,3.21778705346758,0.359556585732055,1.25737121656463e-07,,Main,2.51305614543275,3.92251796150241
HC genotype,Time_235,HMDB0000439,2-Furoylglycine,2.81156348479283,0.359556585732055,7.44637899412308e-07,,Main,2.10683257675801,3.51629439282766
HC genotype,Time_(joint),HMDB0000439,2-Furoylglycine,,,,1.86264343776342e-07,Main,,
HC genotype,Time_120,HMDB0000271,Sarcosine,3.21778705346758,0.359556585732055,1.25737121656463e-07,,Main,2.51305614543275,3.92251796150241
HC genotype,Time_235,HMDB0000271,Sarcosine,2.81156348479283,0.359556585732055,7.44637899412308e-07,,Main,2.10683257675801,3.51629439282766
HC genotype,Time_(joint),HMDB0000271,Sarcosine,,,,1.86264343776342e-07,Main,,
HC genotype,Time_120,HMDB0001015,N-Formylmethionine,-0.0312908019060398,0.0335374312305285,0.364681171053704,,Main,-0.0970241671178757,0.034442563305796
HC genotype,Time_235,HMDB0001015,N-Formylmethionine,0.0113376503017837,0.0335374312305285,0.739713345607526,,Main,-0.0543957149100521,0.0770710155136196
HC genotype,Time_(joint),HMDB0001015,N-Formylmethionine,,,,0.439119340002207,Main,,
HC genotype,Time_120,HMDB0001414,Putrescine,-0.0312908019060398,0.0335374312305285,0.364681171053704,,Main,-0.0970241671178757,0.034442563305796
HC genotype,Time_235,HMDB0001414,Putrescine,0.0113376503017837,0.0335374312305285,0.739713345607526,,Main,-0.0543957149100521,0.0770710155136196
HC genotype,Time_(joint),HMDB0001414,Putrescine,,,,0.439119340002207,Main,,
HC genotype,Time_120,HMDB0013446,PC O-40:3,-0.0588594954140547,0.0664770355357876,0.389048186560329,,Main,-0.189154485064199,0.0714354942360891
HC genotype,Time_235,HMDB0013446,PC O-40:3,0.0898044576592048,0.0664770355357876,0.195520616345291,,Main,-0.040490531990939,0.220099447309349
HC genotype,Time_(joint),HMDB0013446,PC O-40:3,,,,0.11043068855227,Main,,
HC genotype,Time_120,HMDB0013437,PC O-40:2,-0.0690600205860831,0.112136391834537,0.546650615299804,,Main,-0.288847348581776,0.15072730740961
HC genotype,Time_235,HMDB0013437,PC O-40:2,-0.0355833801192719,0.112136391834537,0.755102362952825,,Main,-0.255370708114965,0.184203947876421
HC genotype,Time_(joint),HMDB0013437,PC O-40:2,,,,0.829041727927875,Main,,
HC genotype,Time_120,HMDB0013459,PC O-42:3,0.019534174149729,0.0241541667532858,0.430533032596175,,Main,-0.0278079926867112,0.0668763409861692
HC genotype,Time_235,HMDB0013459,PC O-42:3,0.0253759203634981,0.0241541667532858,0.309060687553672,,Main,-0.0219662464729421,0.0727180871999383
HC genotype,Time_(joint),HMDB0013459,PC O-42:3,,,,0.557883834160326,Main,,
HC genotype,Time_120,HMDB0013453,PC P-44:3 or PC O-44:4_A,0.03077299530596,0.0983262151499435,0.758347241224923,,Main,-0.161946386387929,0.223492376999849
HC genotype,Time_235,HMDB0013453,PC P-44:3 or PC O-44:4_A,0.227534841096106,0.0983262151499435,0.0342823091377513,,Main,0.034815459402217,0.420254222789996
HC genotype,Time_(joint),HMDB0013453,PC P-44:3 or PC O-44:4_A,,,,0.0701060042246495,Main,,
HC genotype,Time_120,HMDB0011381,PE P-38:1,-0.0866329971563657,0.0365484398460989,0.0306733341144218,,Main,-0.15826793925472,-0.0149980550580119
HC genotype,Time_235,HMDB0011381,PE P-38:1,0.00492878116738826,0.0365484398460989,0.894407530975942,,Main,-0.0667061609309656,0.0765637232657421
HC genotype,Time_(joint),HMDB0011381,PE P-38:1,,,,0.0397818619238377,Main,,
HC genotype,Time_120,HMDB0011455,PE P-40:2,0.205949391314003,0.099500728423451,0.0550138082632609,,Main,0.0109279636040395,0.400970819023967
HC genotype,Time_235,HMDB0011455,PE P-40:2,0.128947074456978,0.099500728423451,0.213379299195372,,Main,-0.0660743532529859,0.323968502166942
HC genotype,Time_(joint),HMDB0011455,PE P-40:2,,,,0.144601571189661,Main,,
HC genotype,Time_120,HMDB0011764,Cer 38:0;O2,-0.00979947634572419,0.219776483731703,0.964987156397816,,Main,-0.440561384459861,0.420962431768413
HC genotype,Time_235,HMDB0011764,Cer 38:0;O2,0.124840225726099,0.219776483731703,0.577898013780761,,Main,-0.305921682388039,0.555602133840236
HC genotype,Time_(joint),HMDB0011764,Cer 38:0;O2,,,,0.794549217580905,Main,,
HC genotype,Time_120,HMDB0004975,HexCer 42:2;O2,0.00970565401590667,0.0280012117000184,0.73339675121643,,Main,-0.0451767209161293,0.0645880289479427
HC genotype,Time_235,HMDB0004975,HexCer 42:2;O2,0.0193471847531067,0.0280012117000184,0.499505059092236,,Main,-0.0355351901789293,0.0742295596851427
HC genotype,Time_(joint),HMDB0004975,HexCer 42:2;O2,,,,0.790405826801746,Main,,
HC genotype,Time_120,HMDB0004978,HexCer 42:1;O2,-0.00772376609240362,0.0196101488444009,0.698879574774639,,Main,-0.0461596578274294,0.0307121256426221
HC genotype,Time_235,HMDB0004978,HexCer 42:1;O2,0.00746174255573953,0.0196101488444009,0.708575486897919,,Main,-0.0309741491792862,0.0458976342907653
HC genotype,Time_(joint),HMDB0004978,HexCer 42:1;O2,,,,0.744999918911408,Main,,
HC genotype,Time_120,HMDB0006738,CE 19:0,0.175811954747156,0.167116188712892,0.308413879972721,,Main,-0.151735775130113,0.503359684624425
HC genotype,Time_235,HMDB0006738,CE 19:0,0.00836404560594409,0.167116188712892,0.960702594739221,,Main,-0.319183684271325,0.335911775483213
HC genotype,Time_(joint),HMDB0006738,CE 19:0,,,,0.509098564043028,Main,,
HC genotype,Time_120,HMDB0006737,CE 22:2,-0.231253937238861,0.15417264014673,0.153096015647107,,Main,-0.533432311926452,0.0709244374487291
HC genotype,Time_235,HMDB0006737,CE 22:2,-0.28135029740374,0.15417264014673,0.0867427794455467,,Main,-0.58352867209133,0.0208280772838508
HC genotype,Time_(joint),HMDB0006737,CE 22:2,,,,0.182517446638623,Main,,
HC genotype,Time_120,HMDB0047901,TG 46:5,2.1284934609184,0.452752473959792,0.000240243371856677,,Main,1.24109861195721,3.01588830987959
HC genotype,Time_235,HMDB0047901,TG 46:5,1.48113685705221,0.452752473959792,0.0047998159315595,,Main,0.593742008091021,2.36853170601341
HC genotype,Time_(joint),HMDB0047901,TG 46:5,,,,0.000765302470284741,Main,,
HC genotype,Time_120,HMDB0054098,TG 56:11,-0.0126081285739783,0.288906389191193,0.96573066751219,,Main,-0.578864651388716,0.55364839424076
HC genotype,Time_235,HMDB0054098,TG 56:11,0.148149752153405,0.288906389191193,0.615101430443373,,Main,-0.418106770661333,0.714406274968143
HC genotype,Time_(joint),HMDB0054098,TG 56:11,,,,0.827588896602899,Main,,
HF genotype,Time_120,HMDB0034408,alpha-Tocoquinone,-0.0113720816197616,0.035413574970813,0.752861550181345,,Main,-0.0807826885625551,0.058038525323032
HF genotype,Time_235,HMDB0034408,alpha-Tocoquinone,0.0102176424653899,0.035413574970813,0.777173962337345,,Main,-0.0591929644774036,0.0796282494081834
HF genotype,Time_(joint),HMDB0034408,alpha-Tocoquinone,,,,0.832283306744516,Main,,
HF genotype,Time_120,HMDB0000317,2-Hydroxycaproic and or 2-Hydroxyisocaproic acid,-0.183790839652853,0.0724702972539657,0.0237494044453811,,Main,-0.325832622270626,-0.0417490570350803
HF genotype,Time_235,HMDB0000317,2-Hydroxycaproic and or 2-Hydroxyisocaproic acid,-0.142742925909929,0.0724702972539657,0.0689896387865121,,Main,-0.284784708527702,-0.000701143292156509
HF genotype,Time_(joint),HMDB0000317,2-Hydroxycaproic and or 2-Hydroxyisocaproic acid,,,,0.0568371640046068,Main,,
HF genotype,Time_120,HMDB0000252,Sphingosine,-0.0795635842098984,0.421270060106356,0.852011207878799,,Main,-0.905252902018355,0.746125733598559
HF genotype,Time_235,HMDB0000252,Sphingosine,0.399358343871054,0.421270060106356,0.353918625198972,,Main,-0.426330973937403,1.22504766167951
HF genotype,Time_(joint),HMDB0000252,Sphingosine,,,,0.48811734839564,Main,,
HF genotype,Time_120,HMDB0010379,LPC 14:0/0:0,-0.0282895343775863,0.0239639380009442,0.257468529051658,,Main,-0.075258852859437,0.0186797841042644
HF genotype,Time_235,HMDB0010379,LPC 14:0/0:0,-0.165683815095589,0.0239639380009442,7.16377518844005e-06,,Main,-0.212653133577439,-0.118714496613738
HF genotype,Time_(joint),HMDB0010379,LPC 14:0/0:0,,,,1.45780404895558e-05,Main,,
HF genotype,Time_120,HMDB0010387,LPC 18:3/0:0,0.0559827624466247,0.0552039128597309,0.327737413342943,,Main,-0.0522169067584478,0.164182431651697
HF genotype,Time_235,HMDB0010387,LPC 18:3/0:0,0.00793136873915006,0.0552039128597309,0.887805428908187,,Main,-0.100268300465922,0.116131037944223
HF genotype,Time_(joint),HMDB0010387,LPC 18:3/0:0,,,,0.561171933202944,Main,,
HF genotype,Time_120,HMDB0010383,LPC 16:1/0:0,-0.0497551494779535,0.0194957625739261,0.0230233946106032,,Main,-0.0879668441228486,-0.0115434548330583
HF genotype,Time_235,HMDB0010383,LPC 16:1/0:0,-0.178441531547968,0.0194957625739261,2.7641804954899e-07,,Main,-0.216653226192863,-0.140229836903073
HF genotype,Time_(joint),HMDB0010383,LPC 16:1/0:0,,,,8.43358467702549e-07,Main,,
HF genotype,Time_120,HMDB0010381,LPC 15:0/0:0,-0.0271605628347429,0.0244527633347823,0.285395001807179,,Main,-0.0750879789709161,0.0207668533014303
HF genotype,Time_235,HMDB0010381,LPC 15:0/0:0,-0.165507811236531,0.0244527633347823,9.04534349858392e-06,,Main,-0.213435227372704,-0.117580395100357
HF genotype,Time_(joint),HMDB0010381,LPC 15:0/0:0,,,,1.79405762295696e-05,Main,,
HF genotype,Time_120,HMDB0011477,LPE 0:0/18:2,0.351290173470151,0.114884488624915,0.00851746719388243,,Main,0.126116575765317,0.576463771174984
HF genotype,Time_235,HMDB0011477,LPE 0:0/18:2,0.530241970468783,0.114884488624915,0.000400530718031596,,Main,0.305068372763949,0.755415568173616
HF genotype,Time_(joint),HMDB0011477,LPE 0:0/18:2,,,,0.00133156190223312,Main,,
HF genotype,Time_120,HMDB0011487,LPE 0:0/20:4,-0.10698069528434,0.0917195853871787,0.262942738113215,,Main,-0.286751082643211,0.0727896920745299
HF genotype,Time_235,HMDB0011487,LPE 0:0/20:4,-0.000464297736195676,0.0917195853871787,0.996032436797566,,Main,-0.180234685095066,0.179306089622675
HF genotype,Time_(joint),HMDB0011487,LPE 0:0/20:4,,,,0.427681898558468,Main,,
HF genotype,Time_120,HMDB0240685,Cer 18:1;O2/15:0,-0.121416667507952,0.112020869802319,0.296733879491243,,Main,-0.340977572320497,0.0981442373045929
HF genotype,Time_235,HMDB0240685,Cer 18:1;O2/15:0,-0.0410315731345241,0.112020869802319,0.719628427556829,,Main,-0.260592477947069,0.178529331678021
HF genotype,Time_(joint),HMDB0240685,Cer 18:1;O2/15:0,,,,0.55822318493338,Main,,
HF genotype,Time_120,HMDB0011561,MG 14:0,0.0784233803663401,0.0411088813263495,0.0771550334576703,,Main,-0.00215002703330486,0.158996787765985
HF genotype,Time_235,HMDB0011561,MG 14:0,0.030134826376413,0.0411088813263495,0.475624523966029,,Main,-0.050438581023232,0.110708233776058
HF genotype,Time_(joint),HMDB0011561,MG 14:0,,,,0.193348797136787,Main,,
HF genotype,Time_120,HMDB0000671,Indolelactic acid,-0.47996137604701,0.367833422473184,0.212990883708664,,Main,-1.20091488409445,0.24099213200043
HF genotype,Time_235,HMDB0000671,Indolelactic acid,-0.496563561633047,0.367833422473184,0.198449233418275,,Main,-1.21751706968049,0.224389946414394
HF genotype,Time_(joint),HMDB0000671,Indolelactic acid,,,,0.337301861403655,Main,,
HF genotype,Time_120,HMDB0010386,LPC 18:2/0:0,0.129355206883141,0.0657981161308267,0.0694584338005097,,Main,0.00039089926672059,0.258319514499561
HF genotype,Time_235,HMDB0010386,LPC 18:2/0:0,0.15846754348759,0.0657981161308267,0.0303766517211727,,Main,0.0295032358711694,0.28743185110401
HF genotype,Time_(joint),HMDB0010386,LPC 18:2/0:0,,,,0.0675557411742071,Main,,
HF genotype,Time_120,HMDB0010404,LPC 22:6/0:0,-0.199679104452024,0.0786378902790653,0.0236054679876148,,Main,-0.353809369398992,-0.0455488395050559
HF genotype,Time_235,HMDB0010404,LPC 22:6/0:0,-0.209955277108588,0.0786378902790653,0.018303498551974,,Main,-0.364085542055556,-0.0558250121616198
HF genotype,Time_(joint),HMDB0010404,LPC 22:6/0:0,,,,0.030381512806077,Main,,
HF genotype,Time_120,HMDB0011507,LPE 18:2/0:0,0.329147286134001,0.0961771307661248,0.00412574531506677,,Main,0.140640109832397,0.517654462435606
HF genotype,Time_235,HMDB0011507,LPE 18:2/0:0,0.492698569782677,0.0961771307661248,0.000155043780810535,,Main,0.304191393481073,0.681205746084282
HF genotype,Time_(joint),HMDB0011507,LPE 18:2/0:0,,,,0.000520345314937251,Main,,
HF genotype,Time_120,HMDB0011526,LPE 22:6/0:0,-0.338856692023993,0.122243107508556,0.0149834883322675,,Main,-0.578453182740763,-0.0992602013072233
HF genotype,Time_235,HMDB0011526,LPE 22:6/0:0,-0.350509813842656,0.122243107508556,0.0124182754584764,,Main,-0.590106304559425,-0.110913323125886
HF genotype,Time_(joint),HMDB0011526,LPE 22:6/0:0,,,,0.0192820810832489,Main,,
HF genotype,Time_120,HMDB0010395,LPC 20:4/0:0,-0.0862924392291991,0.054141751395921,0.133295536900791,,Main,-0.192410271965204,0.019825393506806
HF genotype,Time_235,HMDB0010395,LPC 20:4/0:0,-0.098157151971833,0.054141751395921,0.0913291653560222,,Main,-0.204274984707838,0.00796068076417209
HF genotype,Time_(joint),HMDB0010395,LPC 20:4/0:0,,,,0.177860457117135,Main,,
HF genotype,Time_120,HMDB0011517,LPE 20:4/0:0,-0.255047974614384,0.185677266098218,0.191160036312606,,Main,-0.61897541616689,0.108879466938123
HF genotype,Time_235,HMDB0011517,LPE 20:4/0:0,0.00305378013060464,0.185677266098218,0.98711010401597,,Main,-0.360873661421902,0.366981221683111
HF genotype,Time_(joint),HMDB0011517,LPE 20:4/0:0,,,,0.310459540095819,Main,,
HF genotype,Time_120,HMDB0011473,LPE 0:0/16:0,0.152610523127156,0.0819746457678373,0.0837728563794046,,Main,-0.00805978257780501,0.313280828832117
HF genotype,Time_235,HMDB0011473,LPE 0:0/16:0,0.0584797573307237,0.0819746457678373,0.487328005828796,,Main,-0.102190548374237,0.219150063035685
HF genotype,Time_(joint),HMDB0011473,LPE 0:0/16:0,,,,0.207307022142932,Main,,
HF genotype,Time_120,HMDB0010382,LPC 16:0/0:0,-0.0560300107481719,0.0283149212353019,0.0678541858503527,,Main,-0.111527256369364,-0.000532765126980098
HF genotype,Time_235,HMDB0010382,LPC 16:0/0:0,-0.186631236364251,0.0283149212353019,1.20651333379641e-05,,Main,-0.242128481985443,-0.131133990743059
HF genotype,Time_(joint),HMDB0010382,LPC 16:0/0:0,,,,3.87421261425892e-05,Main,,
HF genotype,Time_120,HMDB0001855,5-Hydroxytryptophol,-0.0469615490989019,0.0875981638940487,0.600302936612096,,Main,-0.218653950331237,0.124730852133434
HF genotype,Time_235,HMDB0001855,5-Hydroxytryptophol,-0.0724742850568996,0.0875981638940488,0.421917961135886,,Main,-0.244166686289235,0.099218116175436
HF genotype,Time_(joint),HMDB0001855,5-Hydroxytryptophol,,,,0.709163154260089,Main,,
HF genotype,Time_120,HMDB0011503,LPE 16:0/0:0,0.157790158665847,0.0600858882510465,0.0199383824991624,,Main,0.040021817693796,0.275558499637898
HF genotype,Time_235,HMDB0011503,LPE 16:0/0:0,0.103220402371298,0.0600858882510465,0.107845353032806,,Main,-0.0145479386007535,0.220988743343349
HF genotype,Time_(joint),HMDB0011503,LPE 16:0/0:0,,,,0.0563360074474498,Main,,
HF genotype,Time_120,HMDB0034146,Stearamide,0.0173798694823537,0.0487924955899406,0.727001758863189,,Main,-0.07825342187393,0.113013160838637
HF genotype,Time_235,HMDB0034146,Stearamide,0.0584839927322784,0.0487924955899406,0.250569627951798,,Main,-0.0371492986240052,0.154117284088562
HF genotype,Time_(joint),HMDB0034146,Stearamide,,,,0.487005069811976,Main,,
HF genotype,Time_120,HMDB0010393,LPC 20:3/0:0,-0.0972621688624852,0.0698792288528891,0.185683092138168,,Main,-0.234225457414148,0.0397011196891773
HF genotype,Time_235,HMDB0010393,LPC 20:3/0:0,-0.123980673348585,0.0698792288528891,0.0977683028386574,,Main,-0.260943961900248,0.0129826152030775
HF genotype,Time_(joint),HMDB0010393,LPC 20:3/0:0,,,,0.210763739778328,Main,,
HF genotype,Time_120,HMDB0011516,LPE 20:3/0:0,-0.0338534576753975,0.189002304162746,0.860412482742594,,Main,-0.404297973834379,0.336591058483584
HF genotype,Time_235,HMDB0011516,LPE 20:3/0:0,0.0326821726273086,0.189002304162746,0.865189819140803,,Main,-0.337762343531673,0.40312668878629
HF genotype,Time_(joint),HMDB0011516,LPE 20:3/0:0,,,,0.940166403333367,Main,,
HF genotype,Time_120,HMDB0011563,MG 15:0,0.0697774400408698,0.0375120215769603,0.0840035063641758,,Main,-0.00374612224997238,0.143301002331712
HF genotype,Time_235,HMDB0011563,MG 15:0,0.0393093332963819,0.0375120215769603,0.312433729233565,,Main,-0.0342142289944602,0.112832895587224
HF genotype,Time_(joint),HMDB0011563,MG 15:0,,,,0.211517442815042,Main,,
HF genotype,Time_120,HMDB0029377,Piperine,0.100029119975805,0.101776607903027,0.342371943115444,,Main,-0.099453031514127,0.299511271465738
HF genotype,Time_235,HMDB0029377,Piperine,0.162478436951024,0.101776607903027,0.132713583274063,,Main,-0.0370037145389085,0.361960588440956
HF genotype,Time_(joint),HMDB0029377,Piperine,,,,0.304254434657785,Main,,
HF genotype,Time_120,HMDB0010403,LPC 22:5/0:0,-0.281568392387381,0.0863068108027569,0.00567092201957202,,Main,-0.450729741560784,-0.112407043213977
HF genotype,Time_235,HMDB0010403,LPC 22:5/0:0,-0.216261351348142,0.0863068108027569,0.0251863605698175,,Main,-0.385422700521546,-0.0471000021747389
HF genotype,Time_(joint),HMDB0010403,LPC 22:5/0:0,,,,0.0143793188742077,Main,,
HF genotype,Time_120,HMDB0002815,LPC 18:1/0:0,-0.109655604235501,0.0401115059484629,0.0161513919577352,,Main,-0.188274155894488,-0.0310370525765136
HF genotype,Time_235,HMDB0002815,LPC 18:1/0:0,-0.179954706046201,0.0401115059484629,0.000512399619998336,,Main,-0.258573257705189,-0.101336154387214
HF genotype,Time_(joint),HMDB0002815,LPC 18:1/0:0,,,,0.00183112558106309,Main,,
HF genotype,Time_120,HMDB0011568,MG 18:2,0.0729189789293461,0.140436460824469,0.611710205988809,,Main,-0.202336484286614,0.348174442145306
HF genotype,Time_235,HMDB0011568,MG 18:2,-0.0478580080398476,0.140436460824469,0.738328740198674,,Main,-0.323113471255808,0.227397455176112
HF genotype,Time_(joint),HMDB0011568,MG 18:2,,,,0.693910893111075,Main,,
HF genotype,Time_120,HMDB0011506,LPE 18:1/0:0,0.160319484060247,0.0653557726947812,0.0278809571785393,,Main,0.0322221695784759,0.288416798542018
HF genotype,Time_235,HMDB0011506,LPE 18:1/0:0,0.273153828153622,0.0653557726947812,0.000926786615124407,,Main,0.145056513671851,0.401251142635394
HF genotype,Time_(joint),HMDB0011506,LPE 18:1/0:0,,,,0.00331777159224389,Main,,
HF genotype,Time_120,HMDB0000122,Hexose,0.0932370383037329,0.0242277048358508,0.00177325556027351,,Main,0.0457507368254652,0.140723339782001
HF genotype,Time_235,HMDB0000122,Hexose,-0.0349326731491155,0.0242277048358508,0.171340174293553,,Main,-0.0824189746273832,0.0125536283291521
HF genotype,Time_(joint),HMDB0000122,Hexose,,,,0.000334566228236805,Main,,
HF genotype,Time_120,HMDB0012108,LPC 17:0/0:0,-0.0412442018443677,0.0116535581148189,0.00327036669833428,,Main,-0.0640851757494128,-0.0184032279393227
HF genotype,Time_235,HMDB0012108,LPC 17:0/0:0,-0.0809154310805092,0.0116535581148189,6.83478235096715e-06,,Main,-0.103756404985554,-0.0580744571754642
