Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome,model
Genotype_(joint),,,,8.34722858819173,0.0161304555383715,Main,,,HMDB0000202,"NA (NA, NA)",,,0.016*,Methylmalonic acid,primary
Genotype_ x time(joint),,,,1.31198206326264,0.284294106279721,Interaction,,,HMDB0000202,"NA (NA, NA)",,,0.284,Methylmalonic acid,primary
Genotype_HC Genotype_,0.0822503416971701,0.0727181666404425,0.275303483750973,,,Main,-0.0602772649180971,0.224777948312437,HMDB0000211,"0.1 (-0.1, 0.2)",0.275,0.275,,Myo-inositol,bmi
Genotype_HC Genotype_ x time120,0.0294085729466336,0.0627566189995747,0.642733562504366,,,Interaction,-0.0935944002925328,0.1524115461858,HMDB0000211,"0 (-0.1, 0.2)",0.643,0.643,,Myo-inositol,bmi
Genotype_HC Genotype_ x time235,0.0390630308950127,0.0627566189995746,0.538347043563327,,,Interaction,-0.0839399423441536,0.162066004134179,HMDB0000211,"0 (-0.1, 0.2)",0.538,0.538,,Myo-inositol,bmi
Genotype_(joint),,,,2.77741303968789,0.129952996438774,Main,,,HMDB0000211,"NA (NA, NA)",,,0.13,Myo-inositol,bmi
Genotype_ x time(joint),,,,0.210237437771719,0.811575600249442,Interaction,,,HMDB0000211,"NA (NA, NA)",,,0.812,Myo-inositol,bmi
Genotype_HC Genotype_,0.0811283296652501,0.0762191541736464,0.302723689447774,,,Main,-0.0682612125150969,0.230517871845597,HMDB0000211,"0.1 (-0.1, 0.2)",0.303,0.303,,Myo-inositol,primary
Genotype_HC Genotype_ x time120,0.02940857294665,0.0627566189947153,0.64273356247936,,,Interaction,-0.093594400282992,0.152411546176292,HMDB0000211,"0 (-0.1, 0.2)",0.643,0.643,,Myo-inositol,primary
Genotype_HC Genotype_ x time235,0.0390630308950342,0.0627566189947153,0.538347043532653,,,Interaction,-0.0839399423346078,0.162066004124676,HMDB0000211,"0 (-0.1, 0.2)",0.538,0.538,,Myo-inositol,primary
Genotype_(joint),,,,2.40318260615173,0.152132938592435,Main,,,HMDB0000211,"NA (NA, NA)",,,0.152,Myo-inositol,primary
Genotype_ x time(joint),,,,0.210237437804509,0.811575600223406,Interaction,,,HMDB0000211,"NA (NA, NA)",,,0.812,Myo-inositol,primary
Genotype_HC Genotype_,-0.397502243808997,0.206645216020953,0.0617265350321595,,,Main,-0.802526867210064,0.00752237959207103,HMDB0000806,"-0.4 (-0.8, 0)",0.062,0.062,,Myristic acid,bmi
Genotype_HC Genotype_ x time120,0.362874545624481,0.240100054243372,0.138761205855603,,,Interaction,-0.107721560692527,0.83347065194149,HMDB0000806,"0.4 (-0.1, 0.8)",0.139,0.139,,Myristic acid,bmi
Genotype_HC Genotype_ x time235,-0.0221022460332142,0.240100054243372,0.927126120907003,,,Interaction,-0.492698352350223,0.448493860283794,HMDB0000806,"0 (-0.5, 0.4)",0.927,0.927,,Myristic acid,bmi
Genotype_(joint),,,,3.4320417578439,0.0715219191877062,Main,,,HMDB0000806,"NA (NA, NA)",,,0.072,Myristic acid,bmi
Genotype_ x time(joint),,,,1.62118026608396,0.210702820360055,Interaction,,,HMDB0000806,"NA (NA, NA)",,,0.211,Myristic acid,bmi
Genotype_HC Genotype_,-0.399024677553061,0.205915146910513,0.0597282352578925,,,Main,-0.802618365497666,0.0045690103915435,HMDB0000806,"-0.4 (-0.8, 0)",0.06,0.06,,Myristic acid,primary
Genotype_HC Genotype_ x time120,0.362874545624482,0.239260798565579,0.137219448024035,,,Interaction,-0.106076619564054,0.831825710813017,HMDB0000806,"0.4 (-0.1, 0.8)",0.137,0.137,,Myristic acid,primary
Genotype_HC Genotype_ x time235,-0.0221022460332134,0.239260798565579,0.92685946155171,,,Interaction,-0.491053411221749,0.446848919155322,HMDB0000806,"0 (-0.5, 0.4)",0.927,0.927,,Myristic acid,primary
Genotype_(joint),,,,3.49380516060379,0.068932864690592,Main,,,HMDB0000806,"NA (NA, NA)",,,0.069,Myristic acid,primary
Genotype_ x time(joint),,,,1.63257344887356,0.208178643518684,Interaction,,,HMDB0000806,"NA (NA, NA)",,,0.208,Myristic acid,primary
Genotype_HC Genotype_,-0.37362869442124,0.365691969854923,0.318566211078814,,,Main,-1.09038495533689,0.343127566494409,HMDB0002000,"-0.4 (-1.1, 0.3)",0.319,0.319,,Myristoleic acid,bmi
Genotype_HC Genotype_ x time120,0.572511460897738,0.389675026806708,0.152187292153775,,,Interaction,-0.19125159164341,1.33627451343888,HMDB0002000,"0.6 (-0.2, 1.3)",0.152,0.152,,Myristoleic acid,bmi
Genotype_HC Genotype_ x time235,-0.107739008997569,0.389675026806708,0.784072110752311,,,Interaction,-0.871502061538716,0.656024043543578,HMDB0002000,"-0.1 (-0.9, 0.7)",0.784,0.784,,Myristoleic acid,bmi
Genotype_(joint),,,,0.575487472697196,0.467487062265383,Main,,,HMDB0002000,"NA (NA, NA)",,,0.467,Myristoleic acid,bmi
Genotype_ x time(joint),,,,1.76080691223662,0.189210416866515,Interaction,,,HMDB0002000,"NA (NA, NA)",,,0.189,Myristoleic acid,bmi
Genotype_HC Genotype_,-0.377515854413085,0.369383664241245,0.317567545401604,,,Main,-1.10150783632593,0.346476127499754,HMDB0002000,"-0.4 (-1.1, 0.3)",0.318,0.318,,Myristoleic acid,primary
Genotype_HC Genotype_ x time120,0.57251146089775,0.389675024616386,0.15218728969207,,,Interaction,-0.191251587350367,1.33627450914587,HMDB0002000,"0.6 (-0.2, 1.3)",0.152,0.152,,Myristoleic acid,primary
Genotype_HC Genotype_ x time235,-0.107739008997557,0.389675024616386,0.784072109527016,,,Interaction,-0.871502057245674,0.65602403925056,HMDB0002000,"-0.1 (-0.9, 0.7)",0.784,0.784,,Myristoleic acid,primary
Genotype_(joint),,,,0.577278284969346,0.464916008839925,Main,,,HMDB0002000,"NA (NA, NA)",,,0.465,Myristoleic acid,primary
Genotype_ x time(joint),,,,1.76080693203126,0.189210413131609,Interaction,,,HMDB0002000,"NA (NA, NA)",,,0.189,Myristoleic acid,primary
Genotype_HC Genotype_,0.0319402090622818,0.0455961194494403,0.498079292097563,,,Main,-0.0574281850586211,0.121308603183185,HMDB0002038,"0 (-0.1, 0.1)",0.498,0.498,,N(6)-Methyllysine,bmi
Genotype_HC Genotype_ x time120,-0.0355317399960005,0.0249448072901344,0.164646497385478,,,Interaction,-0.0844235622846639,0.0133600822926628,HMDB0002038,"0 (-0.1, 0)",0.165,0.165,,N(6)-Methyllysine,bmi
Genotype_HC Genotype_ x time235,0.00614893288701177,0.0249448072901344,0.806972963266779,,,Interaction,-0.0427428894016516,0.0550407551756751,HMDB0002038,"0 (0, 0.1)",0.807,0.807,,N(6)-Methyllysine,bmi
Genotype_(joint),,,,0.262045786537339,0.621041708050599,Main,,,HMDB0002038,"NA (NA, NA)",,,0.621,N(6)-Methyllysine,bmi
Genotype_ x time(joint),,,,1.62722623887176,0.213339756219369,Interaction,,,HMDB0002038,"NA (NA, NA)",,,0.213,N(6)-Methyllysine,bmi
Genotype_HC Genotype_,0.0316221778523559,0.0443337968487308,0.48884013092062,,,Main,-0.0552720639711564,0.118516419675868,HMDB0002038,"0 (-0.1, 0.1)",0.489,0.489,,N(6)-Methyllysine,primary
Genotype_HC Genotype_ x time120,-0.0355317399960024,0.0249448073297982,0.164646498055773,,,Interaction,-0.0844235623624069,0.0133600823704021,HMDB0002038,"0 (-0.1, 0)",0.165,0.165,,N(6)-Methyllysine,primary
Genotype_HC Genotype_ x time235,0.00614893288701043,0.0249448073297982,0.806972963570603,,,Interaction,-0.0427428894793941,0.0550407552534149,HMDB0002038,"0 (0, 0.1)",0.807,0.807,,N(6)-Methyllysine,primary
Genotype_(joint),,,,0.271011595375661,0.613984469286545,Main,,,HMDB0002038,"NA (NA, NA)",,,0.614,N(6)-Methyllysine,primary
Genotype_ x time(joint),,,,1.62722623369706,0.213339757247826,Interaction,,,HMDB0002038,"NA (NA, NA)",,,0.213,N(6)-Methyllysine,primary
Genotype_HC Genotype_,-0.280470507406451,0.413582495972696,0.514315552009795,,,Main,-1.09109219951293,0.530151184700033,HMDB0001325,"-0.3 (-1.1, 0.5)",0.514,0.514,,N-6-Trimethyllysine,bmi
Genotype_HC Genotype_ x time120,-0.0344539865170405,0.0804762001715506,0.671617143872068,,,Interaction,-0.19218733885328,0.123279365819199,HMDB0001325,"0 (-0.2, 0.1)",0.672,0.672,,N-6-Trimethyllysine,bmi
Genotype_HC Genotype_ x time235,-0.00326812121041839,0.0804762001715506,0.967876047813025,,,Interaction,-0.161001473546658,0.154465231125821,HMDB0001325,"0 (-0.2, 0.2)",0.968,0.968,,N-6-Trimethyllysine,bmi
Genotype_(joint),,,,0.508462621247556,0.493877802153842,Main,,,HMDB0001325,"NA (NA, NA)",,,0.494,N-6-Trimethyllysine,bmi
Genotype_ x time(joint),,,,0.111703502974956,0.894679581783546,Interaction,,,HMDB0001325,"NA (NA, NA)",,,0.895,N-6-Trimethyllysine,bmi
Genotype_HC Genotype_,-0.281426160206099,0.393455918629712,0.490363531391635,,,Main,-1.05259976072033,0.489747440308136,HMDB0001325,"-0.3 (-1.1, 0.5)",0.49,0.49,,N-6-Trimethyllysine,primary
Genotype_HC Genotype_ x time120,-0.0344539865170372,0.0804761948378446,0.671617123237021,,,Interaction,-0.192187328399213,0.123279355365138,HMDB0001325,"0 (-0.2, 0.1)",0.672,0.672,,N-6-Trimethyllysine,primary
Genotype_HC Genotype_ x time235,-0.00326812121041775,0.0804761948378446,0.967876045667056,,,Interaction,-0.161001463092593,0.154465220671758,HMDB0001325,"0 (-0.2, 0.2)",0.968,0.968,,N-6-Trimethyllysine,primary
Genotype_(joint),,,,0.566241861484346,0.469099038993075,Main,,,HMDB0001325,"NA (NA, NA)",,,0.469,N-6-Trimethyllysine,primary
Genotype_ x time(joint),,,,0.111703517781641,0.894679568609296,Interaction,,,HMDB0001325,"NA (NA, NA)",,,0.895,N-6-Trimethyllysine,primary
Genotype_HC Genotype_,0.218480668501237,0.32129385873964,0.510652115849545,,,Main,-0.411255294628457,0.848216631630931,HMDB0013713,"0.2 (-0.4, 0.8)",0.511,0.511,,N-Acetyl-D-tryptophan,bmi
Genotype_HC Genotype_ x time120,-0.139958609327454,0.170551438828761,0.418333675231933,,,Interaction,-0.474239429431826,0.194322210776918,HMDB0013713,"-0.1 (-0.5, 0.2)",0.418,0.418,,N-Acetyl-D-tryptophan,bmi
Genotype_HC Genotype_ x time235,-0.412226738562451,0.170551438828761,0.0219366882385931,,,Interaction,-0.746507558666823,-0.0779459184580791,HMDB0013713,"-0.4 (-0.7, -0.1)",0.022,0.022*,,N-Acetyl-D-tryptophan,bmi
Genotype_(joint),,,,0.0126655905402675,0.912864270726903,Main,,,HMDB0013713,"NA (NA, NA)",,,0.913,N-Acetyl-D-tryptophan,bmi
Genotype_ x time(joint),,,,3.0213043653796,0.0637640012333347,Interaction,,,HMDB0013713,"NA (NA, NA)",,,0.064,N-Acetyl-D-tryptophan,bmi
Genotype_HC Genotype_,0.217438730751001,0.307664943931805,0.492838970033382,,,Main,-0.385584559355336,0.820462020857338,HMDB0013713,"0.2 (-0.4, 0.8)",0.493,0.493,,N-Acetyl-D-tryptophan,primary
Genotype_HC Genotype_ x time120,-0.139958609327464,0.170551438919634,0.418333675481694,,,Interaction,-0.474239429609945,0.194322210955018,HMDB0013713,"-0.1 (-0.5, 0.2)",0.418,0.418,,N-Acetyl-D-tryptophan,primary
Genotype_HC Genotype_ x time235,-0.412226738562461,0.170551438919634,0.0219366883082003,,,Interaction,-0.746507558844942,-0.0779459182799786,HMDB0013713,"-0.4 (-0.7, -0.1)",0.022,0.022*,,N-Acetyl-D-tryptophan,primary
Genotype_(joint),,,,0.0131120347028201,0.911101782515784,Main,,,HMDB0013713,"NA (NA, NA)",,,0.911,N-Acetyl-D-tryptophan,primary
Genotype_ x time(joint),,,,3.02130436216012,0.063764001414673,Interaction,,,HMDB0013713,"NA (NA, NA)",,,0.064,N-Acetyl-D-tryptophan,primary
Genotype_HC Genotype_,0.0300544443307312,0.139147392398432,0.831505765629471,,,Main,-0.242674444770195,0.302783333431657,HMDB0000766,"0 (-0.2, 0.3)",0.832,0.832,,N-Acetylalanine,bmi
Genotype_HC Genotype_ x time120,0.189237336617453,0.132022194836745,0.162091126307449,,,Interaction,-0.0695261652625667,0.448000838497472,HMDB0000766,"0.2 (-0.1, 0.4)",0.162,0.162,,N-Acetylalanine,bmi
Genotype_HC Genotype_ x time235,0.209423325417201,0.132022194836745,0.123162978030568,,,Interaction,-0.0493401764628183,0.468186827297221,HMDB0000766,"0.2 (0, 0.5)",0.123,0.123,,N-Acetylalanine,bmi
Genotype_(joint),,,,1.95910478259877,0.195121281042264,Main,,,HMDB0000766,"NA (NA, NA)",,,0.195,N-Acetylalanine,bmi
Genotype_ x time(joint),,,,1.53140211236214,0.232660971865704,Interaction,,,HMDB0000766,"NA (NA, NA)",,,0.233,N-Acetylalanine,bmi
Genotype_HC Genotype_,0.0295236060755136,0.134947856865164,0.82902977638989,,,Main,-0.234974193380208,0.294021405531235,HMDB0000766,"0 (-0.2, 0.3)",0.829,0.829,,N-Acetylalanine,primary
Genotype_HC Genotype_ x time120,0.189237336617472,0.132022194968411,0.162091126733652,,,Interaction,-0.0695261655206146,0.448000838755558,HMDB0000766,"0.2 (-0.1, 0.4)",0.162,0.162,,N-Acetylalanine,primary
Genotype_HC Genotype_ x time235,0.209423325417219,0.132022194968411,0.123162978409984,,,Interaction,-0.0493401767208678,0.468186827555305,HMDB0000766,"0.2 (0, 0.5)",0.123,0.123,,N-Acetylalanine,primary
Genotype_(joint),,,,2.12702413271391,0.175402956839809,Main,,,HMDB0000766,"NA (NA, NA)",,,0.175,N-Acetylalanine,primary
Genotype_ x time(joint),,,,1.53140210930785,0.232660972542339,Interaction,,,HMDB0000766,"NA (NA, NA)",,,0.233,N-Acetylalanine,primary
Genotype_HC Genotype_,-1.44879207115975,1.06237994983391,0.204240239125113,,,Main,-3.53105677283422,0.633472630514716,HMDB0004620,"-1.4 (-3.5, 0.6)",0.204,0.204,,N-Acetylarginine,bmi
Genotype_HC Genotype_ x time120,0.042888430600237,0.28750790473085,0.882415383643103,,,Interaction,-0.520627062672229,0.606403923872703,HMDB0004620,"0 (-0.5, 0.6)",0.882,0.882,,N-Acetylarginine,bmi
Genotype_HC Genotype_ x time235,0.193051497971676,0.28750790473085,0.507062247928937,,,Interaction,-0.370463995300789,0.756566991244142,HMDB0004620,"0.2 (-0.4, 0.8)",0.507,0.507,,N-Acetylarginine,bmi
Genotype_(joint),,,,1.70493386372048,0.224031579797127,Main,,,HMDB0004620,"NA (NA, NA)",,,0.224,N-Acetylarginine,bmi
Genotype_ x time(joint),,,,0.248635583289408,0.78145522845471,Interaction,,,HMDB0004620,"NA (NA, NA)",,,0.781,N-Acetylarginine,bmi
Genotype_HC Genotype_,-1.43824045890993,1.04867494011647,0.198771067813852,,,Main,-3.4936433415382,0.617162423718348,HMDB0004620,"-1.4 (-3.5, 0.6)",0.199,0.199,,N-Acetylarginine,primary
Genotype_HC Genotype_ x time120,0.0428884306002009,0.287507901326632,0.882415382249499,,,Interaction,-0.520627055999997,0.606403917200399,HMDB0004620,"0 (-0.5, 0.6)",0.882,0.882,,N-Acetylarginine,primary
Genotype_HC Genotype_ x time235,0.193051497971639,0.287507901326632,0.507062242874786,,,Interaction,-0.370463988628559,0.756566984571837,HMDB0004620,"0.2 (-0.4, 0.8)",0.507,0.507,,N-Acetylarginine,primary
Genotype_(joint),,,,1.72407646993593,0.218500404438621,Main,,,HMDB0004620,"NA (NA, NA)",,,0.219,N-Acetylarginine,primary
Genotype_ x time(joint),,,,0.248635589177242,0.781455223909526,Interaction,,,HMDB0004620,"NA (NA, NA)",,,0.781,N-Acetylarginine,primary
Genotype_HC Genotype_,-0.083789872004634,0.0837484683396355,0.33516252394636,,,Main,-0.24793686995032,0.0803571259410515,HMDB0002284,"-0.1 (-0.2, 0.1)",0.335,0.335,,N-Acetylcadaverine,bmi
Genotype_HC Genotype_ x time120,0.0101499851692889,0.0611321943623421,0.869244602531946,,,Interaction,-0.109669115780902,0.129969086119479,HMDB0002284,"0 (-0.1, 0.1)",0.869,0.869,,N-Acetylcadaverine,bmi
Genotype_HC Genotype_ x time235,-0.0138588601356079,0.0611321943623421,0.822192272300999,,,Interaction,-0.133677961085798,0.105960240814583,HMDB0002284,"0 (-0.1, 0.1)",0.822,0.822,,N-Acetylcadaverine,bmi
Genotype_(joint),,,,1.25335204103232,0.291900043482208,Main,,,HMDB0002284,"NA (NA, NA)",,,0.292,N-Acetylcadaverine,bmi
Genotype_ x time(joint),,,,0.0777344570370429,0.925395811471871,Interaction,,,HMDB0002284,"NA (NA, NA)",,,0.925,N-Acetylcadaverine,bmi
Genotype_HC Genotype_,-0.0855985373541968,0.0939437081784099,0.378264096799371,,,Main,-0.26972820538388,0.0985311306754866,HMDB0002284,"-0.1 (-0.3, 0.1)",0.378,0.378,,N-Acetylcadaverine,primary
Genotype_HC Genotype_ x time120,0.0101499851692905,0.061132194090199,0.869244601949077,,,Interaction,-0.109669115247499,0.129969085586081,HMDB0002284,"0 (-0.1, 0.1)",0.869,0.869,,N-Acetylcadaverine,primary
Genotype_HC Genotype_ x time235,-0.0138588601356083,0.061132194090199,0.822192271514717,,,Interaction,-0.133677960552398,0.105960240281182,HMDB0002284,"0 (-0.1, 0.1)",0.822,0.822,,N-Acetylcadaverine,primary
Genotype_(joint),,,,0.994799567279269,0.342094238703773,Main,,,HMDB0002284,"NA (NA, NA)",,,0.342,N-Acetylcadaverine,primary
Genotype_ x time(joint),,,,0.0777344577291584,0.925395810833649,Interaction,,,HMDB0002284,"NA (NA, NA)",,,0.925,N-Acetylcadaverine,primary
Genotype_HC Genotype_,-0.763896483088797,0.269072580560345,0.0161768652523708,,,Main,-1.29127874098707,-0.23651422519052,HMDB0001138,"-0.8 (-1.3, -0.2)",0.016,0.016*,,N-Acetylglutamic acid,bmi
Genotype_HC Genotype_ x time120,-0.0158753954118389,0.143561859339378,0.912684098826891,,,Interaction,-0.29725663971702,0.265505848893342,HMDB0001138,"0 (-0.3, 0.3)",0.913,0.913,,N-Acetylglutamic acid,bmi
Genotype_HC Genotype_ x time235,0.0608486110731326,0.143561859339378,0.67469936356443,,,Interaction,-0.220532633232049,0.342229855378314,HMDB0001138,"0.1 (-0.2, 0.3)",0.675,0.675,,N-Acetylglutamic acid,bmi
Genotype_(joint),,,,8.55881092040446,0.0168788837717844,Main,,,HMDB0001138,"NA (NA, NA)",,,0.017*,N-Acetylglutamic acid,bmi
Genotype_ x time(joint),,,,0.159164665363976,0.853571348137027,Interaction,,,HMDB0001138,"NA (NA, NA)",,,0.854,N-Acetylglutamic acid,bmi
Genotype_HC Genotype_,-0.760693182660231,0.270800814788892,0.0156345432360026,,,Main,-1.29146277964646,-0.229923585674002,HMDB0001138,"-0.8 (-1.3, -0.2)",0.016,0.016*,,N-Acetylglutamic acid,primary
Genotype_HC Genotype_ x time120,-0.0158753954118489,0.14356185624475,0.912684096934419,,,Interaction,-0.297256633651558,0.26550584282786,HMDB0001138,"0 (-0.3, 0.3)",0.913,0.913,,N-Acetylglutamic acid,primary
Genotype_HC Genotype_ x time235,0.0608486110731204,0.14356185624475,0.674699356899938,,,Interaction,-0.220532627166589,0.34222984931283,HMDB0001138,"0.1 (-0.2, 0.3)",0.675,0.675,,N-Acetylglutamic acid,primary
Genotype_(joint),,,,8.36662471510723,0.0160380115788491,Main,,,HMDB0001138,"NA (NA, NA)",,,0.016*,N-Acetylglutamic acid,primary
Genotype_ x time(joint),,,,0.159164672225879,0.853571342323851,Interaction,,,HMDB0001138,"NA (NA, NA)",,,0.854,N-Acetylglutamic acid,primary
Genotype_HC Genotype_,-0.255741539096062,0.25394578864319,0.339386343759484,,,Main,-0.753475284836715,0.24199220664459,HMDB0094713,"-0.3 (-0.8, 0.2)",0.339,0.339,,N-Acetylisoputreanine,bmi
Genotype_HC Genotype_ x time120,0.00991237705732674,0.0560445984825693,0.860802409414952,,,Interaction,-0.0999350359685092,0.119759790083163,HMDB0094713,"0 (-0.1, 0.1)",0.861,0.861,,N-Acetylisoputreanine,bmi
Genotype_HC Genotype_ x time235,-0.0118324187642155,0.0560445984825694,0.834217314612211,,,Interaction,-0.121679831790051,0.0980149942616205,HMDB0094713,"0 (-0.1, 0.1)",0.834,0.834,,N-Acetylisoputreanine,bmi
Genotype_(joint),,,,1.0360968356822,0.335312056861973,Main,,,HMDB0094713,"NA (NA, NA)",,,0.335,N-Acetylisoputreanine,bmi
Genotype_ x time(joint),,,,0.0754640956083996,0.927488482622584,Interaction,,,HMDB0094713,"NA (NA, NA)",,,0.927,N-Acetylisoputreanine,bmi
Genotype_HC Genotype_,-0.255931524654992,0.241169771208935,0.312687602333471,,,Main,-0.728624276224504,0.216761226914519,HMDB0094713,"-0.3 (-0.7, 0.2)",0.313,0.313,,N-Acetylisoputreanine,primary
Genotype_HC Genotype_ x time120,0.00991237705731887,0.0560445988736385,0.860802410384025,,,Interaction,-0.0999350367350127,0.11975979084965,HMDB0094713,"0 (-0.1, 0.1)",0.861,0.861,,N-Acetylisoputreanine,primary
Genotype_HC Genotype_ x time235,-0.0118324187642227,0.0560445988736385,0.834217315761035,,,Interaction,-0.121679832556554,0.0980149950281088,HMDB0094713,"0 (-0.1, 0.1)",0.834,0.834,,N-Acetylisoputreanine,primary
Genotype_(joint),,,,1.1525512338154,0.308238158923009,Main,,,HMDB0094713,"NA (NA, NA)",,,0.308,N-Acetylisoputreanine,primary
Genotype_ x time(joint),,,,0.0754640945552484,0.927488483595677,Interaction,,,HMDB0094713,"NA (NA, NA)",,,0.927,N-Acetylisoputreanine,primary
Genotype_HC Genotype_,-0.0704756752336988,0.123276180796654,0.579866269275802,,,Main,-0.312096989595142,0.171145639127744,HMDB0011745,"-0.1 (-0.3, 0.2)",0.58,0.58,,N-Acetylmethionine,bmi
Genotype_HC Genotype_ x time120,0.0224797499432771,0.0536181700663356,0.678015879126289,,,Interaction,-0.0826118633867406,0.127571363273295,HMDB0011745,"0 (-0.1, 0.1)",0.678,0.678,,N-Acetylmethionine,bmi
Genotype_HC Genotype_ x time235,0.0152230958599253,0.0536181700663356,0.778424554479396,,,Interaction,-0.0898685174700925,0.120314709189943,HMDB0011745,"0 (-0.1, 0.1)",0.778,0.778,,N-Acetylmethionine,bmi
Genotype_(joint),,,,0.235508877219016,0.63906331085996,Main,,,HMDB0011745,"NA (NA, NA)",,,0.639,N-Acetylmethionine,bmi
Genotype_ x time(joint),,,,0.0915670796258712,0.912754135620634,Interaction,,,HMDB0011745,"NA (NA, NA)",,,0.913,N-Acetylmethionine,bmi
Genotype_HC Genotype_,-0.0687057796209671,0.126724890514155,0.598239137176058,,,Main,-0.31708656502871,0.179675005786776,HMDB0011745,"-0.1 (-0.3, 0.2)",0.598,0.598,,N-Acetylmethionine,primary
Genotype_HC Genotype_ x time120,0.0224797499433273,0.0536181700628783,0.678015879106197,,,Interaction,-0.0826118633799142,0.127571363266569,HMDB0011745,"0 (-0.1, 0.1)",0.678,0.678,,N-Acetylmethionine,primary
Genotype_HC Genotype_ x time235,0.0152230958599757,0.0536181700628783,0.778424554464725,,,Interaction,-0.0898685174632658,0.120314709183217,HMDB0011745,"0 (-0.1, 0.1)",0.778,0.778,,N-Acetylmethionine,primary
Genotype_(joint),,,,0.208695816081993,0.657554081935602,Main,,,HMDB0011745,"NA (NA, NA)",,,0.658,N-Acetylmethionine,primary
Genotype_ x time(joint),,,,0.0915670796381188,0.912754135609516,Interaction,,,HMDB0011745,"NA (NA, NA)",,,0.913,N-Acetylmethionine,primary
Genotype_HC Genotype_,-0.614969328914282,0.253965353513109,0.0321779206120295,,,Main,-1.11274142179998,-0.117197236028588,HMDB0011757,"-0.6 (-1.1, -0.1)",0.032,0.032*,,N-Acetylvaline,bmi
