Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_235,0.14697747127315,0.022641469969461,2.63628869130788e-07,,,Main,0.102600190133006,0.191354752413293,TG 52:3,"0.1 (0.1, 0.2)",2.6e-07,2.6e-07***,,HMDB0005384
Time_(joint),,,,21.0766210934546,1.44649635208399e-06,Main,,,TG 52:3,"NA (NA, NA)",,,1.4e-06***,HMDB0005384
Time_120,0.388090134065741,0.194708085980509,0.0548251739998771,,,Main,0.0064622855439424,0.769717982587539,TG 57:7,"0.4 (0, 0.8)",0.055,0.055,,HMDB0043782
Time_235,0.614031893093037,0.194708085980509,0.00349548656611313,,,Main,0.232404044571238,0.995659741614835,TG 57:7,"0.6 (0.2, 1)",3.5e-03,3.5e-03**,,HMDB0043782
Time_(joint),,,,5.08819034061095,0.0120584285448091,Main,,,TG 57:7,"NA (NA, NA)",,,0.012*,HMDB0043782
Time_120,-0.0789632388177365,0.0216146249740781,0.000917547871326591,,,Main,-0.12132790376693,-0.0365985738685433,CE 20:3,"-0.1 (-0.1, 0)",9.2e-04,9.2e-04***,,HMDB0006736
Time_235,-0.162581916651558,0.0216146249740781,1.45050629699263e-08,,,Main,-0.204946581600751,-0.120217251702365,CE 20:3,"-0.2 (-0.2, -0.1)",1.5e-08,1.5e-08***,,HMDB0006736
Time_(joint),,,,28.2968279317729,8.39378181662731e-08,Main,,,CE 20:3,"NA (NA, NA)",,,8.4e-08***,HMDB0006736
Time_120,-0.113390793269601,0.0434313454678828,0.013632593470678,,,Main,-0.198516230386652,-0.0282653561525512,CE 17:1,"-0.1 (-0.2, 0)",0.014,0.014*,,HMDB0060060
Time_235,-0.281522973996197,0.0434313454678828,2.70891093481345e-07,,,Main,-0.366648411113247,-0.196397536879147,CE 17:1,"-0.3 (-0.4, -0.2)",2.7e-07,2.7e-07***,,HMDB0060060
Time_(joint),,,,21.2730832071575,1.32921312165384e-06,Main,,,CE 17:1,"NA (NA, NA)",,,1.3e-06***,HMDB0060060
Time_120,1.7451818038021,0.23808448564507,2.46810410103018e-08,,,Main,1.27853621193777,2.21182739566644,TG 48:0,"1.7 (1.3, 2.2)",2.5e-08,2.5e-08***,,HMDB0005356
Time_235,2.16420063289241,0.23808448564507,2.21776630128339e-10,,,Main,1.69755504102807,2.63084622475675,TG 48:0,"2.2 (1.7, 2.6)",2.2e-10,2.2e-10***,,HMDB0005356
Time_(joint),,,,46.4856025506171,3.41539015095456e-10,Main,,,TG 48:0,"NA (NA, NA)",,,3.4e-10***,HMDB0005356
Time_120,0.0615946542742277,0.0154708928199635,0.000369092045802755,,,Main,0.0312717043470993,0.0919176042013561,TG 56:6,"0.1 (0, 0.1)",3.7e-04,3.7e-04***,,HMDB0005456
Time_235,0.147597514858626,0.0154708928199635,7.07793843874202e-11,,,Main,0.117274564931498,0.177920464785754,TG 56:6,"0.1 (0.1, 0.2)",7.1e-11,7.1e-11***,,HMDB0005456
Time_(joint),,,,45.9238536564544,3.94631827512335e-10,Main,,,TG 56:6,"NA (NA, NA)",,,3.9e-10***,HMDB0005456
Time_120,0.0231613972993999,0.0385586221056107,0.552284158960498,,,Main,-0.052413502027597,0.0987362966263967,Phytosphingosine,"0 (-0.1, 0.1)",0.552,0.552,,HMDB0004610
Time_235,0.0194739187886943,0.0385586221056107,0.616986571052984,,,Main,-0.0561009805383026,0.0950488181156912,Phytosphingosine,"0 (-0.1, 0.1)",0.617,0.617,,HMDB0004610
Time_(joint),,,,0.208344935448837,0.813019560980605,Main,,,Phytosphingosine,"NA (NA, NA)",,,0.813,HMDB0004610
Time_120,0.176363330518895,0.22756061058164,0.444019225221427,,,Main,-0.269655466221121,0.62238212725891,Dihexose,"0.2 (-0.3, 0.6)",0.444,0.444,,HMDB0000258
Time_235,0.24795522923605,0.22756061058164,0.284017109420555,,,Main,-0.198063567503965,0.693974025976065,Dihexose,"0.2 (-0.2, 0.7)",0.284,0.284,,HMDB0000258
Time_(joint),,,,0.628968651738617,0.539603414165519,Main,,,Dihexose,"NA (NA, NA)",,,0.54,HMDB0000258
Time_120,0.104693783481496,0.0377806965120635,0.00922906426902327,,,Main,0.0306436183178514,0.17874394864514,TG 51:2,"0.1 (0, 0.2)",9.2e-03,9.2e-03**,,HMDB0011707
Time_235,0.124687882252887,0.0377806965120635,0.00237736555349612,,,Main,0.0506377170892421,0.198738047416531,TG 51:2,"0.1 (0.1, 0.2)",2.4e-03,2.4e-03**,,HMDB0011707
Time_(joint),,,,6.28368079267186,0.00499032537514806,Main,,,TG 51:2,"NA (NA, NA)",,,5e-03**,HMDB0011707
Time_120,0.11293434723477,0.0202819511779242,3.80173588089068e-06,,,Main,0.0731817229260383,0.152686971543501,TG 54:4,"0.1 (0.1, 0.2)",3.8e-06,3.8e-06***,,HMDB0005370
Time_235,0.215969949190677,0.0202819511779242,4.76823312059721e-12,,,Main,0.176217324881945,0.255722573499408,TG 54:4,"0.2 (0.2, 0.3)",4.8e-12,4.8e-12***,,HMDB0005370
Time_(joint),,,,56.7337118290762,3.00709872792424e-11,Main,,,TG 54:4,"NA (NA, NA)",,,3e-11***,HMDB0005370
Time_120,0.0236352783877546,0.0603947783794535,0.698135018254372,,,Main,-0.0947384872359743,0.142009044011483,TG 58:7_A,"0 (-0.1, 0.1)",0.698,0.698,,HMDB0005471
Time_235,-0.0649169338930498,0.0603947783794535,0.290468152788354,,,Main,-0.183290699516779,0.0534568317306791,TG 58:7_A,"-0.1 (-0.2, 0.1)",0.29,0.29,,HMDB0005471
Time_(joint),,,,1.15277384650936,0.328526144061293,Main,,,TG 58:7_A,"NA (NA, NA)",,,0.329,HMDB0005471
Time_120,0.035804269521874,0.0405920600975673,0.382145094923261,,,Main,-0.0437561682693579,0.115364707313106,LPE P-18:0 or LPE O-18:1,"0 (0, 0.1)",0.382,0.382,,HMDB0240598
Time_235,0.0122229302048207,0.0405920600975673,0.764626403002466,,,Main,-0.0673375075864112,0.0917833679960526,LPE P-18:0 or LPE O-18:1,"0 (-0.1, 0.1)",0.765,0.765,,HMDB0240598
Time_(joint),,,,0.402056765298065,0.671174437449674,Main,,,LPE P-18:0 or LPE O-18:1,"NA (NA, NA)",,,0.671,HMDB0240598
Time_120,0.158642308345605,0.0271388161635334,1.69798485220681e-06,,,Main,0.105450228665079,0.21183438802613,TG 55:5,"0.2 (0.1, 0.2)",1.7e-06,1.7e-06***,,HMDB0044719
Time_235,0.257838139990755,0.0271388161635334,7.81786865833104e-11,,,Main,0.20464606031023,0.311030219671281,TG 55:5,"0.3 (0.2, 0.3)",7.8e-11,7.8e-11***,,HMDB0044719
Time_(joint),,,,45.9314719622097,3.93855833903919e-10,Main,,,TG 55:5,"NA (NA, NA)",,,3.9e-10***,HMDB0044719
Time_120,-1.10456466820251,0.155838263737541,4.85744216566436e-08,,,Main,-1.41000766512809,-0.799121671276924,Cinnamoylglycine,"-1.1 (-1.4, -0.8)",4.9e-08,4.9e-08***,,HMDB0011621
Time_235,-0.740898393398475,0.155838263737541,4.05348480880789e-05,,,Main,-1.04634139032406,-0.435455396472894,Cinnamoylglycine,"-0.7 (-1, -0.4)",4.1e-05,4.1e-05***,,HMDB0011621
Time_(joint),,,,26.095703881187,1.89720953620429e-07,Main,,,Cinnamoylglycine,"NA (NA, NA)",,,1.9e-07***,HMDB0011621
Time_120,-3.75642640768397e-05,0.0346182150058813,0.999140951243241,,,Main,-0.0678892656756042,0.0678141371474506,Phe-Trp,"0 (-0.1, 0.1)",0.999,0.999,,HMDB0029006
Time_235,0.022308741519916,0.0346182150058813,0.523894705793939,,,Main,-0.0455429598916114,0.0901604429314434,Phe-Trp,"0 (0, 0.1)",0.524,0.524,,HMDB0029006
Time_(joint),,,,0.277320156934176,0.759614474972381,Main,,,Phe-Trp,"NA (NA, NA)",,,0.76,HMDB0029006
Time_120,-0.0649220716862398,0.0116581110058664,3.79495221762138e-06,,,Main,-0.087771969257738,-0.0420721741147416,CE 16:0,"-0.1 (-0.1, 0)",3.8e-06,3.8e-06***,,HMDB0000885
Time_235,-0.0878887102480607,0.0116581110058664,1.38401725309261e-08,,,Main,-0.110738607819559,-0.0650388126765625,CE 16:0,"-0.1 (-0.1, -0.1)",1.4e-08,1.4e-08***,,HMDB0000885
Time_(joint),,,,30.5756870646826,3.76158943200488e-08,Main,,,CE 16:0,"NA (NA, NA)",,,3.8e-08***,HMDB0000885
Time_120,0.309657628630743,0.0583401846065162,8.11435559858965e-06,,,Main,0.195310866801971,0.424004390459515,TG 50:1,"0.3 (0.2, 0.4)",8.1e-06,8.1e-06***,,HMDB0005360
Time_235,0.547993980064166,0.0583401846065162,1.0252887171454e-10,,,Main,0.433647218235394,0.662340741892938,TG 50:1,"0.5 (0.4, 0.7)",1.0e-10,1.0e-10***,,HMDB0005360
Time_(joint),,,,44.3640564958378,5.93560580218636e-10,Main,,,TG 50:1,"NA (NA, NA)",,,5.9e-10***,HMDB0005360
Time_120,-0.119381821899156,0.0217717294629994,4.86704889723289e-06,,,Main,-0.162054411646635,-0.0767092321516772,CE 22:4,"-0.1 (-0.2, -0.1)",4.9e-06,4.9e-06***,,HMDB0006729
Time_235,-0.146588732878808,0.0217717294629994,1.3239955770283e-07,,,Main,-0.189261322626287,-0.10391614313133,CE 22:4,"-0.1 (-0.2, -0.1)",1.3e-07,1.3e-07***,,HMDB0006729
Time_(joint),,,,25.6539104308071,2.24609049858698e-07,Main,,,CE 22:4,"NA (NA, NA)",,,2.2e-07***,HMDB0006729
Time_120,0.0599339555772308,0.0226887676625928,0.0126597324239611,,,Main,0.0154639709585489,0.104403940195913,TG 53:3,"0.1 (0, 0.1)",0.013,0.013*,,HMDB0043058
Time_235,0.188922824148858,0.0226887676625928,1.6329250050483e-09,,,Main,0.144452839530176,0.23339280876754,TG 53:3,"0.2 (0.1, 0.2)",1.6e-09,1.6e-09***,,HMDB0043058
Time_(joint),,,,36.2109518558968,6.04970108755048e-09,Main,,,TG 53:3,"NA (NA, NA)",,,6e-09***,HMDB0043058
Time_120,0.106820818882356,0.02911595491884,0.000879170452070469,,,Main,0.0497535472414296,0.163888090523282,TG 56:5_A,"0.1 (0, 0.2)",8.8e-04,8.8e-04***,,HMDB0005406
Time_235,0.276272203748698,0.02911595491884,8.05774079362745e-11,,,Main,0.219204932107771,0.333339475389624,TG 56:5_A,"0.3 (0.2, 0.3)",8.1e-11,8.1e-11***,,HMDB0005406
Time_(joint),,,,45.7887836474166,4.08663062078629e-10,Main,,,TG 56:5_A,"NA (NA, NA)",,,4.1e-10***,HMDB0005406
Time_120,1.53269205567208,0.254423776812614,1.0121152030953e-06,,,Main,1.03402145311936,2.03136265822481,TG 49:0,"1.5 (1, 2)",1.0e-06,1.0e-06***,,HMDB0042095
Time_235,1.8293159344752,0.254423776812614,3.64816693671608e-08,,,Main,1.33064533192247,2.32798653702792,TG 49:0,"1.8 (1.3, 2.3)",3.6e-08,3.6e-08***,,HMDB0042095
Time_(joint),,,,29.7821575025316,4.95198863364799e-08,Main,,,TG 49:0,"NA (NA, NA)",,,5e-08***,HMDB0042095
Time_120,0.0456889487199186,0.0183605552917768,0.0182261914807367,,,Main,0.0097022603480361,0.0816756370918011,TG 52:2,"0 (0, 0.1)",0.018,0.018*,,HMDB0005369
Time_235,0.0992467241250232,0.0183605552917768,6.10628753834285e-06,,,Main,0.0632600357531407,0.135233412496906,TG 52:2,"0.1 (0.1, 0.1)",6.1e-06,6.1e-06***,,HMDB0005369
Time_(joint),,,,14.639957286827,3.05709709716749e-05,Main,,,TG 52:2,"NA (NA, NA)",,,3.1e-05***,HMDB0005369
Time_120,-0.0545902411397557,0.0117983632778617,5.8570990308719e-05,,,Main,-0.0777150331643647,-0.0314654491151467,CE 18:1,"-0.1 (-0.1, 0)",5.9e-05,5.9e-05***,,HMDB0000918
Time_235,-0.106894672533348,0.0117983632778617,2.39491228901206e-10,,,Main,-0.130019464557957,-0.0837698805087392,CE 18:1,"-0.1 (-0.1, -0.1)",2.4e-10,2.4e-10***,,HMDB0000918
Time_(joint),,,,41.0492086482281,1.46529722839762e-09,Main,,,CE 18:1,"NA (NA, NA)",,,1.5e-09***,HMDB0000918
Time_120,0.204935736127213,0.0298755738905534,9.24442608009753e-08,,,Main,0.146379611301728,0.263491860952697,TG 55:4,"0.2 (0.1, 0.3)",9.2e-08,9.2e-08***,,HMDB0044713
Time_235,0.308756111538347,0.0298755738905534,1.00683623638802e-11,,,Main,0.250199986712863,0.367312236363832,TG 55:4,"0.3 (0.3, 0.4)",1.0e-11,1.0e-11***,,HMDB0044713
Time_(joint),,,,55.3125601782857,4.12347406998775e-11,Main,,,TG 55:4,"NA (NA, NA)",,,4.1e-11***,HMDB0044713
Time_120,0.517745512057172,0.0899528990222874,2.20397973200742e-06,,,Main,0.341437829973489,0.694053194140855,Sorbitol,"0.5 (0.3, 0.7)",2.2e-06,2.2e-06***,,HMDB0000247
Time_235,0.757457091761877,0.0899528990222874,1.27225320803254e-09,,,Main,0.581149409678194,0.93376477384556,Sorbitol,"0.8 (0.6, 0.9)",1.3e-09,1.3e-09***,,HMDB0000247
Time_(joint),,,,37.0454852030096,4.69401938684985e-09,Main,,,Sorbitol,"NA (NA, NA)",,,4.7e-09***,HMDB0000247
Time_120,0.386337443885324,0.081316941622431,4.09203108883247e-05,,,Main,0.226956238305359,0.545718649465289,TG 51:1,"0.4 (0.2, 0.5)",4.1e-05,4.1e-05***,,HMDB0042104
Time_235,0.478222304007867,0.081316941622431,1.53237678903036e-06,,,Main,0.318841098427902,0.637603509587831,TG 51:1,"0.5 (0.3, 0.6)",1.5e-06,1.5e-06***,,HMDB0042104
Time_(joint),,,,19.4782222723227,2.92772384617824e-06,Main,,,TG 51:1,"NA (NA, NA)",,,2.9e-06***,HMDB0042104
Time_120,-0.0550738642063586,0.0118092637123247,5.26850241172292e-05,,,Main,-0.078220021082515,-0.0319277073302022,CE 20:2,"-0.1 (-0.1, 0)",5.3e-05,5.3e-05***,,HMDB0006734
Time_235,-0.0981282511075635,0.0118092637123247,1.70990054969622e-09,,,Main,-0.12127440798372,-0.0749820942314072,CE 20:2,"-0.1 (-0.1, -0.1)",1.7e-09,1.7e-09***,,HMDB0006734
Time_(joint),,,,34.6959671793577,9.69047607276436e-09,Main,,,CE 20:2,"NA (NA, NA)",,,9.7e-09***,HMDB0006734
Time_120,0.0595279803804109,0.0166290902123242,0.00112161970876209,,,Main,0.0269349635642555,0.0921209971965663,TG 54:3,"0.1 (0, 0.1)",1.1e-03,1.1e-03**,,HMDB0005405
Time_235,0.109902059272957,0.0166290902123242,1.88439524503635e-07,,,Main,0.0773090424568019,0.142495076089113,TG 54:3,"0.1 (0.1, 0.1)",1.9e-07,1.9e-07***,,HMDB0005405
Time_(joint),,,,21.8901041146105,1.02213190208754e-06,Main,,,TG 54:3,"NA (NA, NA)",,,1e-06***,HMDB0005405
Time_120,-0.0813618687948192,0.0192138928109418,0.000180424589308814,,,Main,-0.119021098704265,-0.0437026388853733,CE 17:0,"-0.1 (-0.1, 0)",1.8e-04,1.8e-04***,,HMDB0060059
Time_235,-0.169929523605851,0.0192138928109418,4.18519601938961e-10,,,Main,-0.207588753515297,-0.132270293696406,CE 17:0,"-0.2 (-0.2, -0.1)",4.2e-10,4.2e-10***,,HMDB0060059
Time_(joint),,,,39.1324633647077,2.53163656587669e-09,Main,,,CE 17:0,"NA (NA, NA)",,,2.5e-09***,HMDB0060059
Time_120,1.11290213032547,0.155359753124648,3.93066421831514e-08,,,Main,0.80839701420116,1.41740724644978,TG 50:0,"1.1 (0.8, 1.4)",3.9e-08,3.9e-08***,,HMDB0005357
Time_235,1.44812346783728,0.155359753124648,1.23017159802681e-10,,,Main,1.14361835171297,1.75262858396158,TG 50:0,"1.4 (1.1, 1.8)",1.2e-10,1.2e-10***,,HMDB0005357
Time_(joint),,,,47.6175672255954,2.56263523142176e-10,Main,,,TG 50:0,"NA (NA, NA)",,,2.6e-10***,HMDB0005357
Time_120,0.053127911447608,0.0200159359150208,0.0122768707001152,,,Main,0.0138966770541672,0.0923591458410487,TG 53:2,"0.1 (0, 0.1)",0.012,0.012*,,HMDB0062701
Time_235,0.0549858716014968,0.0200159359150208,0.00979049698355088,,,Main,0.015754637208056,0.0942171059949375,TG 53:2,"0.1 (0, 0.1)",9.8e-03,9.8e-03**,,HMDB0062701
Time_(joint),,,,4.8668021044174,0.0142766187934599,Main,,,TG 53:2,"NA (NA, NA)",,,0.014*,HMDB0062701
Time_120,0.0516832729271198,0.0159991647742062,0.00285929400382625,,,Main,0.0203249099696756,0.083041635884564,TG 56:4,"0.1 (0, 0.1)",2.9e-03,2.9e-03**,,HMDB0005398
Time_235,0.104746923228394,0.0159991647742062,2.24931288741949e-07,,,Main,0.0733885602709501,0.136105286185839,TG 56:4,"0.1 (0.1, 0.1)",2.2e-07,2.2e-07***,,HMDB0005398
Time_(joint),,,,21.4330053372514,1.24120804760232e-06,Main,,,TG 56:4,"NA (NA, NA)",,,1.2e-06***,HMDB0005398
Time_120,0.1100074767555,0.0284967784234949,0.000517645082264302,,,Main,0.0541537910454503,0.16586116246555,TG 58:6,"0.1 (0.1, 0.2)",5.2e-04,5.2e-04***,,HMDB0005458
Time_235,0.259728379020683,0.0284967784234949,2.08403587865135e-10,,,Main,0.203874693310633,0.315582064730733,TG 58:6,"0.3 (0.2, 0.3)",2.1e-10,2.1e-10***,,HMDB0005458
Time_(joint),,,,41.8589854361842,1.1694635687854e-09,Main,,,TG 58:6,"NA (NA, NA)",,,1.2e-09***,HMDB0005458
Time_120,0.396848332535278,0.0659632728027276,1.03571937639103e-06,,,Main,0.267560317841932,0.526136347228625,TG 52:1,"0.4 (0.3, 0.5)",1.0e-06,1.0e-06***,,HMDB0005367
Time_235,0.596808158063191,0.0659632728027276,2.47340201068295e-10,,,Main,0.467520143369845,0.726096172756537,TG 52:1,"0.6 (0.5, 0.7)",2.5e-10,2.5e-10***,,HMDB0005367
Time_(joint),,,,42.4142338617904,1.0037388824633e-09,Main,,,TG 52:1,"NA (NA, NA)",,,1e-09***,HMDB0005367
Time_120,0.0920035971290083,0.0211876344176486,0.000132676383528436,,,Main,0.0504758336704172,0.1335313605876,TG 55:3,"0.1 (0.1, 0.1)",1.3e-04,1.3e-04***,,HMDB0043127
Time_235,0.110408156964758,0.0211876344176486,1.07568668432285e-05,,,Main,0.0688803935061665,0.151935920423349,TG 55:3,"0.1 (0.1, 0.2)",1.1e-05,1.1e-05***,,HMDB0043127
Time_(joint),,,,15.5881855720861,1.87726174390751e-05,Main,,,TG 55:3,"NA (NA, NA)",,,1.9e-05***,HMDB0043127
Time_120,0.555272936747905,0.0731812684597017,1.20984792395183e-08,,,Main,0.41183765056689,0.698708222928921,TG 51:0,"0.6 (0.4, 0.7)",1.2e-08,1.2e-08***,,HMDB0031106
Time_235,0.672110310294981,0.0731812684597017,1.74289142956444e-10,,,Main,0.528675024113966,0.815545596475996,TG 51:0,"0.7 (0.5, 0.8)",1.7e-10,1.7e-10***,,HMDB0031106
Time_(joint),,,,48.1568205008706,2.23889835069898e-10,Main,,,TG 51:0,"NA (NA, NA)",,,2.2e-10***,HMDB0031106
Time_120,0.207936627749818,0.0283974048958295,2.52165663078449e-08,,,Main,0.152277714153992,0.263595541345644,TG 58:5,"0.2 (0.2, 0.3)",2.5e-08,2.5e-08***,,HMDB0042645
Time_235,0.410915222400874,0.0283974048958295,1.36124431170678e-15,,,Main,0.355256308805048,0.4665741359967,TG 58:5,"0.4 (0.4, 0.5)",1.4e-15,1.4e-15***,,HMDB0042645
Time_(joint),,,,104.697962942725,9.09328229787579e-15,Main,,,TG 58:5,"NA (NA, NA)",,,9.1e-15***,HMDB0042645
Time_120,0.00310282092260404,0.0409110837511426,0.940016163330824,,,Main,-0.0770829032296354,0.0832885450748435,CAR 26:1,"0 (-0.1, 0.1)",0.94,0.94,,HMDB0241641
Time_235,0.0650351566794285,0.0409110837511426,0.121741576486645,,,Main,-0.0151505674728109,0.145220880831668,CAR 26:1,"0.1 (0, 0.1)",0.122,0.122,,HMDB0241641
Time_(joint),,,,1.6081600426088,0.216021059340056,Main,,,CAR 26:1,"NA (NA, NA)",,,0.216,HMDB0241641
Time_120,-0.070472515151759,0.01157209666296,8.37031572044643e-07,,,Main,-0.0931538246111607,-0.0477912056923574,CE 18:0,"-0.1 (-0.1, 0)",8.4e-07,8.4e-07***,,HMDB0010368
Time_235,-0.12130820342564,0.01157209666296,7.06344893865098e-12,,,Main,-0.143989512885042,-0.0986268939662388,CE 18:0,"-0.1 (-0.1, -0.1)",7.1e-12,7.1e-12***,,HMDB0010368
Time_(joint),,,,55.4246731875076,4.02112444226492e-11,Main,,,CE 18:0,"NA (NA, NA)",,,4e-11***,HMDB0010368
Time_120,0.179417031293467,0.0282688931130587,3.99224932404604e-07,,,Main,0.124010000791872,0.234824061795062,TG 54:2,"0.2 (0.1, 0.2)",4.0e-07,4.0e-07***,,HMDB0005403
Time_235,0.303722729602528,0.0282688931130587,3.8056178137714e-12,,,Main,0.248315699100933,0.359129760104124,TG 54:2,"0.3 (0.2, 0.4)",3.8e-12,3.8e-12***,,HMDB0005403
Time_(joint),,,,58.350880995238,2.1151531216043e-11,Main,,,TG 54:2,"NA (NA, NA)",,,2.1e-11***,HMDB0005403
Time_120,-0.00260530549753796,0.0316547877595414,0.934917897919074,,,Main,-0.064648689506239,0.0594380785111631,CAR 26:2,"0 (-0.1, 0.1)",0.935,0.935,,HMDB0241642
Time_235,-0.0412261669879169,0.0316547877595414,0.202086830675062,,,Main,-0.103269550996618,0.0208172170207842,CAR 26:2,"0 (-0.1, 0)",0.202,0.202,,HMDB0241642
Time_(joint),,,,1.06383025260158,0.357022319576885,Main,,,CAR 26:2,"NA (NA, NA)",,,0.357,HMDB0241642
Time_120,-0.0569043338603873,0.0135113422750058,0.000192583525852946,,,Main,-0.0833865647193985,-0.030422103001376,CE 20:1,"-0.1 (-0.1, 0)",1.9e-04,1.9e-04***,,HMDB0005193
Time_235,-0.109787327209799,0.0135113422750058,2.79776309755041e-09,,,Main,-0.136269558068811,-0.083305096350788,CE 20:1,"-0.1 (-0.1, -0.1)",2.8e-09,2.8e-09***,,HMDB0005193
Time_(joint),,,,33.0271893669347,1.65549461854568e-08,Main,,,CE 20:1,"NA (NA, NA)",,,1.7e-08***,HMDB0005193
Time_120,0.447147011806431,0.0672522749179638,1.68237454138504e-07,,,Main,0.315332552967221,0.57896147064564,TG 53:1,"0.4 (0.3, 0.6)",1.7e-07,1.7e-07***,,HMDB0042482
Time_235,0.597769598998578,0.0672522749179638,3.73000174785702e-10,,,Main,0.465955140159369,0.729584057837787,TG 53:1,"0.6 (0.5, 0.7)",3.7e-10,3.7e-10***,,HMDB0042482
Time_(joint),,,,42.7424992038331,9.17658295208883e-10,Main,,,TG 53:1,"NA (NA, NA)",,,9.2e-10***,HMDB0042482
Time_120,0.159776599419873,0.0300627003226071,7.95096346683938e-06,,,Main,0.100853706787562,0.218699492052182,TG 56:3,"0.2 (0.1, 0.2)",8.0e-06,8.0e-06***,,HMDB0005410
Time_235,0.250118821203037,0.0300627003226071,1.66281141751345e-09,,,Main,0.191195928570727,0.309041713835347,TG 56:3,"0.3 (0.2, 0.3)",1.7e-09,1.7e-09***,,HMDB0005410
Time_(joint),,,,35.4994946076255,7.5348087236193e-09,Main,,,TG 56:3,"NA (NA, NA)",,,7.5e-09***,HMDB0005410
Time_120,1.06840660359505,0.128497837087005,1.68654604483865e-09,,,Main,0.816550842904518,1.32026236428558,TG 52:0,"1.1 (0.8, 1.3)",1.7e-09,1.7e-09***,,HMDB0005365
Time_235,1.44970856627789,0.128497837087005,1.09448917829926e-12,,,Main,1.19785280558736,1.70156432696842,TG 52:0,"1.4 (1.2, 1.7)",1.1e-12,1.1e-12***,,HMDB0005365
Time_(joint),,,,68.4068466177747,2.77892547325646e-12,Main,,,TG 52:0,"NA (NA, NA)",,,2.8e-12***,HMDB0005365
Time_120,0.277624594861775,0.0409479319217447,1.15871001268631e-07,,,Main,0.197366648295155,0.357882541428395,TG 55:2,"0.3 (0.2, 0.4)",1.2e-07,1.2e-07***,,HMDB0043373
Time_235,0.393191320599543,0.0409479319217447,6.0622567943735e-11,,,Main,0.312933374032924,0.473449267166163,TG 55:2,"0.4 (0.3, 0.5)",6.1e-11,6.1e-11***,,HMDB0043373
Time_(joint),,,,48.7118858641112,1.95062958706826e-10,Main,,,TG 55:2,"NA (NA, NA)",,,2e-10***,HMDB0043373
Time_120,0.219754509299598,0.0513495659245056,0.000158702026573351,,,Main,0.119109360087567,0.320399658511629,Azelaic acid,"0.2 (0.1, 0.3)",1.6e-04,1.6e-04***,,HMDB0000784
Time_235,0.138794143173593,0.0513495659245056,0.010908711968765,,,Main,0.0381489939615623,0.239439292385624,Azelaic acid,"0.1 (0, 0.2)",0.011,0.011*,,HMDB0000784
Time_(joint),,,,9.36881320696688,0.000626783142950745,Main,,,Azelaic acid,"NA (NA, NA)",,,6.3e-04***,HMDB0000784
Time_120,0.39202421030487,0.0541870110500487,3.22042252997257e-08,,,Main,0.285817668646775,0.498230751962966,TG 58:4,"0.4 (0.3, 0.5)",3.2e-08,3.2e-08***,,HMDB0048749
Time_235,0.503126387364341,0.0541870110500487,1.34820100162384e-10,,,Main,0.396919845706245,0.609332929022436,TG 58:4,"0.5 (0.4, 0.6)",1.3e-10,1.3e-10***,,HMDB0048749
Time_(joint),,,,47.5851151067763,2.58364186976556e-10,Main,,,TG 58:4,"NA (NA, NA)",,,2.6e-10***,HMDB0048749
Time_120,0.62102653319943,0.0851911118712666,2.76115196203406e-08,,,Main,0.454051953931748,0.788001112467112,TG 54:1,"0.6 (0.5, 0.8)",2.8e-08,2.8e-08***,,HMDB0005395
Time_235,0.925045750641218,0.0851911118712666,2.91058747167146e-12,,,Main,0.758071171373536,1.0920203299089,TG 54:1,"0.9 (0.8, 1.1)",2.9e-12,2.9e-12***,,HMDB0005395
Time_(joint),,,,61.261067223594,1.14432256885009e-11,Main,,,TG 54:1,"NA (NA, NA)",,,1.1e-11***,HMDB0005395
Time_120,0.571530359432982,0.0766793925328947,1.75222176911917e-08,,,Main,0.421238750068508,0.721821968797455,TG 57:3,"0.6 (0.4, 0.7)",1.8e-08,1.8e-08***,,HMDB0043380
Time_235,0.749170297986622,0.0766793925328947,3.99201536240428e-11,,,Main,0.598878688622148,0.899461907351096,TG 57:3,"0.7 (0.6, 0.9)",4.0e-11,4.0e-11***,,HMDB0043380
Time_(joint),,,,52.1259283378867,8.56881517311709e-11,Main,,,TG 57:3,"NA (NA, NA)",,,8.6e-11***,HMDB0043380
Time_120,0.358143098314957,0.0500611909913804,4.03417615591012e-08,,,Main,0.260023163971852,0.456263032658063,TG 56:2,"0.4 (0.3, 0.5)",4.0e-08,4.0e-08***,,HMDB0005404
Time_235,0.490109571531725,0.0500611909913804,3.79876466246543e-11,,,Main,0.39198963718862,0.588229505874831,TG 56:2,"0.5 (0.4, 0.6)",3.8e-11,3.8e-11***,,HMDB0005404
Time_(joint),,,,51.3261646418702,1.03508907253661e-10,Main,,,TG 56:2,"NA (NA, NA)",,,1e-10***,HMDB0005404
Time_120,0.56898696574669,0.0699698307550053,2.75060076894482e-09,,,Main,0.431846097466879,0.7061278340265,TG 58:3,"0.6 (0.4, 0.7)",2.8e-09,2.8e-09***,,HMDB0044261
